gnd,pctile,year,count,hh_inc,le_agg,le_raceadj
M,20,2007,430146,26626.21,78.94583,78.96856
M,20,2008,434784,26689.52,78.15115,78.18615
M,20,2009,443855,25830.54,77.40178,77.46033
M,20,2010,442862,25136.96,78.7368,78.77995
M,20,2011,439536,23879.97,78.01921,78.05936
M,20,2012,440052,23688.89,78.84792,78.86485
M,20,2013,436965,23399.95,78.01437,78.0351
M,20,2014,420181,23487.97,79.14194,79.13511
M,21,2001,390266,29647.18,77.08343,77.15626
M,21,2002,401563,29690.51,77.46293,77.52137
M,21,2003,409687,29114.97,77.35973,77.42129
M,21,2004,416314,28336.06,77.49751,77.56122
M,21,2005,421384,27862.52,78.0458,78.09856
M,21,2006,426269,27852.02,78.06083,78.11008
M,21,2007,430141,27804.07,78.86595,78.89875
M,21,2008,434703,27874.04,78.01587,78.06763
M,21,2009,443999,27021.63,77.99204,78.05322
M,21,2010,442890,26278.42,78.5043,78.56588
M,21,2011,439669,24948.12,77.84006,77.89263
M,21,2012,440386,24736.06,78.54411,78.57626
M,21,2013,437105,24453.84,78.45633,78.48131
M,21,2014,420229,24546.89,78.9921,79.00067
M,22,2001,390369,30880.56,77.81705,77.88116
M,22,2002,401630,30921.96,77.13282,77.20631
M,22,2003,409771,30314.47,77.70943,77.77475
M,22,2004,416365,29516.52,77.96256,78.02379
M,22,2005,421206,29033.02,77.94473,78.00854
M,22,2006,426235,29035.74,77.97073,78.03523
M,22,2007,430149,28977.46,78.53368,78.58308
M,22,2008,434751,29048.37,78.02083,78.08162
M,22,2009,443989,28205.62,78.24909,78.3116
M,22,2010,443091,27414.77,78.58343,78.65063
M,22,2011,439720,26020.65,79.03405,79.06933
M,22,2012,440244,25791.61,78.94755,78.97561
M,22,2013,437023,25513.03,78.65115,78.67469
M,22,2014,420287,25607.36,79.27292,79.2924
M,23,2001,390413,32107.5,76.83279,76.92936
M,23,2002,401592,32149.57,77.87767,77.94907
M,23,2003,409808,31510.38,77.52352,77.59964
M,23,2004,416299,30689.71,77.95224,78.02323
M,23,2005,421592,30193.53,78.22991,78.30081
M,23,2006,426362,30213.62,78.08249,78.15329
M,23,2007,430351,30144.94,78.83897,78.89692
M,23,2008,434658,30212.77,78.16042,78.23206
M,23,2009,444056,29383.26,78.43893,78.51288
M,23,2010,443080,28548.28,78.67165,78.74846
M,23,2011,439841,27097.46,79.09132,79.14449
M,23,2012,440195,26852.88,78.23367,78.29478
M,23,2013,437253,26584.13,78.93353,78.95853
M,23,2014,420353,26671.17,78.6964,78.73029
M,24,2001,390489,33327.54,78.12651,78.21006
M,24,2002,401664,33371.05,77.47761,77.56716
M,24,2003,409684,32702.1,77.59529,77.68207
M,24,2004,416262,31859.63,79.06597,79.12894
M,24,2005,421510,31354.46,78.59434,78.66666
M,24,2006,426287,31384.83,79.20382,79.2646
M,24,2007,430416,31306.16,79.39989,79.46106
M,24,2008,435087,31370.21,78.61938,78.6888
M,24,2009,444091,30555.83,79.23863,79.3093
M,24,2010,443277,29680.08,79.31699,79.38728
M,24,2011,439824,28179.23,79.08728,79.15135
M,24,2012,440418,27921.71,79.49408,79.54276
M,24,2013,437237,27660.75,78.86903,78.91481
M,24,2014,420282,27742.22,79.52679,79.56281
M,25,2001,390388,34545.32,77.77672,77.87322
M,25,2002,401544,34590.52,78.3548,78.43563
M,25,2003,409754,33890.4,78.47544,78.55751
M,25,2004,416301,33025.95,77.68306,77.77966
M,25,2005,421569,32509.18,77.95941,78.05469
M,25,2006,426379,32548.1,78.8256,78.90706
M,25,2007,430353,32457.97,79.492,79.55583
M,25,2008,434918,32529.08,78.82461,78.90168
M,25,2009,444272,31722.79,78.80157,78.89108
M,25,2010,443158,30808.45,78.38061,78.48788
M,25,2011,439915,29268.55,78.98491,79.05381
M,25,2012,440366,28998.33,79.15997,79.21935
M,25,2013,437254,28741.22,79.0948,79.14855
M,25,2014,420438,28809.68,79.4629,79.50677
M,26,2001,390576,35763.6,78.66219,78.74802
M,26,2002,401673,35810.82,77.31228,77.41722
M,26,2003,409818,35075.47,78.15425,78.24429
M,26,2004,416370,34191.82,78.37611,78.46644
M,26,2005,421561,33662.05,78.58882,78.67552
M,26,2006,426322,33709.72,78.47753,78.56635
M,26,2007,430466,33614.93,79.65733,79.72223
M,26,2008,435027,33690.49,78.58585,78.67658
M,26,2009,444301,32890.56,78.45524,78.55412
M,26,2010,443169,31937.35,79.46597,79.54718
M,26,2011,439781,30360.31,79.44346,79.51045
M,26,2012,440400,30077.84,78.88242,78.95703
M,26,2013,437269,29821.15,79.01709,79.08472
M,26,2014,420441,29874.45,79.37971,79.42934
M,27,2001,390597,36981.92,78.02321,78.12381
M,27,2002,401697,37027.86,78.05993,78.15511
M,27,2003,409847,36262.55,78.19816,78.29146
M,27,2004,416614,35355.75,77.51025,77.62355
M,27,2005,421633,34811.31,79.53027,79.59997
M,27,2006,426503,34875.23,79.02549,79.11422
M,27,2007,430371,34775.35,79.87442,79.94009
M,27,2008,434993,34852.06,78.6427,78.73631
M,27,2009,444256,34055.75,79.01704,79.10648
M,27,2010,443334,33070.15,79.42651,79.51564
M,27,2011,439998,31456.18,79.10928,79.19062
M,27,2012,440503,31160.87,79.91463,79.97415
M,27,2013,437424,30904.9,78.99557,79.06565
M,27,2014,420466,30938.95,79.00851,79.07733
M,28,2001,390595,38199.64,77.91518,78.02307
M,28,2002,402033,38247.78,77.89069,77.9904
M,28,2003,409982,37451.82,79.1588,79.23643
M,28,2004,416491,36519.51,78.58543,78.6797
M,28,2005,421701,35966.91,79.52818,79.60548
M,28,2006,426473,36045.4,79.52306,79.60348
M,28,2007,430531,35934.86,79.86351,79.93884
M,28,2008,435198,36016.2,78.86587,78.95724
M,28,2009,444266,35225.16,78.92071,79.02094
M,28,2010,443326,34203.35,79.55602,79.64678
M,28,2011,439951,32558.72,79.99017,80.06218
M,28,2012,440535,32248.49,78.93201,79.01521
M,28,2013,437345,31988.47,79.11971,79.19338
M,28,2014,420529,32007.7,79.7532,79.81722
M,29,2001,390685,39419.26,78.38364,78.48579
M,29,2002,401813,39472.08,78.69816,78.78675
M,29,2003,410023,38646.97,79.12951,79.21146
M,29,2004,416579,37691.34,78.48814,78.58604
M,29,2005,421655,37127.54,79.46889,79.54936
M,29,2006,426553,37218.06,79.26192,79.34858
M,29,2007,430543,37096.86,79.37067,79.44997
M,29,2008,435046,37186.54,79.54363,79.62117
M,29,2009,444495,36401.68,78.72,78.82677
M,29,2010,443448,35341.25,80.54644,80.62218
M,29,2011,440001,33666.08,81.11436,81.16029
M,29,2012,440693,33340.25,79.52239,79.5901
M,29,2013,437529,33074.16,79.41518,79.48179
M,29,2014,420493,33077.91,79.57198,79.63818
M,30,2001,390668,40643.68,77.94933,78.06698
M,30,2002,401914,40697.43,78.81648,78.91209
M,30,2003,410057,39844.44,78.08112,78.19309
M,30,2004,416648,38869.79,79.15167,79.24328
M,30,2005,421820,38292.75,78.71917,78.81993
M,30,2006,426634,38397.33,79.73185,79.81362
M,30,2007,430536,38266.05,80.17135,80.23949
M,30,2008,435212,38358.18,79.40601,79.49857
M,30,2009,444300,37581.24,79.61365,79.703
M,30,2010,443346,36483.69,79.78479,79.88187
M,30,2011,440166,34781.05,79.14935,79.24135
M,30,2012,440808,34442.4,79.98283,80.05797
M,30,2013,437392,34171.26,79.27063,79.35458
M,30,2014,420427,34156.34,80.57989,80.62839
M,31,2001,390698,41871.0,78.58063,78.68797
M,31,2002,401971,41928.83,78.86372,78.96112
M,31,2003,410010,41048.43,78.34032,78.4463
M,31,2004,416693,40058.9,79.78808,79.87083
M,31,2005,421857,39467.38,80.45468,80.52881
M,31,2006,426594,39580.31,80.06593,80.14483
M,31,2007,430717,39442.31,80.28538,80.35928
M,31,2008,435158,39537.66,79.59362,79.68315
M,31,2009,444533,38763.74,79.11258,79.21454
M,31,2010,443461,37635.69,80.11413,80.21108
M,31,2011,440088,35905.15,80.53857,80.60863
M,31,2012,440751,35554.78,80.44197,80.50837
M,31,2013,437632,35276.15,78.92963,79.01778
M,31,2014,420741,35235.28,79.5617,79.63415
M,32,2001,390739,43104.6,78.43293,78.54811
M,32,2002,402042,43163.29,78.85748,78.9574
M,32,2003,410273,42254.45,79.27781,79.37177
M,32,2004,416664,41252.78,79.81577,79.9044
M,32,2005,421816,40646.44,79.74235,79.83668
M,32,2006,426703,40768.48,79.4923,79.59055
M,32,2007,430603,40625.03,80.46577,80.54108
M,32,2008,435223,40727.41,80.24454,80.32564
M,32,2009,444543,39958.61,80.28512,80.37199
M,32,2010,443464,38793.43,80.08942,80.19119
M,32,2011,440133,37038.04,79.5986,79.69423
M,32,2012,440588,36674.37,80.31945,80.39073
M,32,2013,437496,36382.96,79.63823,79.72012
M,32,2014,420746,36320.61,78.94449,79.04556
M,33,2001,390870,44339.92,79.20242,79.31524
M,33,2002,401896,44400.48,78.3748,78.49738
M,33,2003,410191,43464.31,80.31338,80.39813
M,33,2004,416725,42452.65,79.25061,79.35959
M,33,2005,421931,41830.42,80.15099,80.2393
M,33,2006,426622,41961.24,80.4216,80.50826
M,33,2007,430710,41815.11,80.23093,80.3162
M,33,2008,435279,41925.16,79.88347,79.98596
M,33,2009,444649,41166.36,80.4155,80.50542
M,33,2010,443604,39957.95,80.5486,80.64767
M,33,2011,440169,38176.56,80.19637,80.28944
M,33,2012,440615,37802.52,79.41323,79.51102
M,33,2013,437705,37502.88,79.89073,79.9789
M,33,2014,420713,37416.14,81.18639,81.24348
M,34,2001,390918,45575.78,78.99707,79.11482
M,34,2002,402116,45645.19,79.56145,79.66674
M,34,2003,410181,44681.28,79.95972,80.05687
M,34,2004,416721,43656.34,80.09472,80.19196
M,34,2005,421921,43019.29,80.50047,80.5925
M,34,2006,426868,43164.48,80.63235,80.72413
M,34,2007,430770,43016.21,80.1704,80.26912
M,34,2008,435382,43130.71,80.72578,80.81396
M,34,2009,444550,42382.54,80.70628,80.79556
M,34,2010,443562,41139.4,80.63155,80.73505
M,34,2011,440164,39325.42,80.38079,80.47768
M,34,2012,440684,38938.82,80.18888,80.28214
M,34,2013,437611,38636.51,80.20872,80.29435
M,34,2014,420718,38528.66,79.8567,79.95409
M,35,2001,390887,46809.49,78.54697,78.68063
M,35,2002,402075,46890.15,79.53741,79.65202
M,35,2003,410292,45904.39,79.3898,79.50098
M,35,2004,416896,44860.14,79.75985,79.86971
M,35,2005,421950,44218.24,79.18285,79.30895
M,35,2006,426719,44374.76,80.32343,80.42915
M,35,2007,430841,44223.18,81.19028,81.27393
M,35,2008,435338,44346.78,80.87047,80.96539
M,35,2009,444667,43607.74,81.1301,81.22172
M,35,2010,443655,42333.48,81.67039,81.7615
M,35,2011,440227,40492.4,81.06805,81.15594
M,35,2012,440872,40092.33,81.30835,81.38232
M,35,2013,437658,39785.05,80.19276,80.29383
M,35,2014,420723,39652.46,81.05479,81.13426
M,36,2001,390904,48043.49,79.72079,79.84316
M,36,2002,402215,48135.02,80.03973,80.15331
M,36,2003,410281,47130.21,79.07424,79.20492
M,36,2004,416800,46071.64,80.37394,80.48238
M,36,2005,421959,45419.6,80.31792,80.42855
M,36,2006,426886,45590.56,80.84394,80.9428
M,36,2007,430808,45438.26,80.89645,80.99608
M,36,2008,435340,45572.93,80.73639,80.83716
M,36,2009,444655,44843.72,81.39142,81.48582
M,36,2010,443730,43538.04,81.58503,81.67661
M,36,2011,440246,41675.81,81.40881,81.50117
M,36,2012,440809,41262.09,80.72981,80.83239
M,36,2013,437614,40944.65,81.25133,81.32297
M,36,2014,420819,40789.1,81.12791,81.20712
M,37,2001,390966,49279.56,80.6265,80.7328
M,37,2002,402077,49386.8,80.12358,80.23898
M,37,2003,410337,48359.48,80.36057,80.46907
M,37,2004,416822,47294.36,80.61677,80.72269
M,37,2005,421996,46628.97,80.98882,81.09076
M,37,2006,426886,46812.11,80.94257,81.04813
M,37,2007,430928,46658.9,80.94662,81.05167
M,37,2008,435448,46807.6,80.35725,80.4805
M,37,2009,444799,46092.72,81.08044,81.19238
M,37,2010,443657,44756.66,81.05106,81.16885
M,37,2011,440318,42873.2,81.60976,81.70245
M,37,2012,440922,42451.24,80.84868,80.95763
M,37,2013,437739,42117.8,81.68559,81.7615
M,37,2014,420902,41944.63,80.83792,80.94118
M,38,2001,391008,50526.22,79.26199,79.40852
M,38,2002,402143,50641.37,79.59216,79.72322
M,38,2003,410325,49593.29,80.06277,80.19126
M,38,2004,416955,48526.08,81.09372,81.20523
M,38,2005,422113,47844.6,81.19704,81.30628
M,38,2006,426824,48041.7,80.33392,80.45804
M,38,2007,430900,47892.5,81.23396,81.34482
M,38,2008,435430,48052.78,80.68076,80.80196
M,38,2009,444671,47357.51,80.72936,80.85088
M,38,2010,443793,45985.54,82.39176,82.48596
M,38,2011,440441,44085.89,81.84267,81.93643
M,38,2012,440976,43650.57,81.42771,81.5326
M,38,2013,437759,43305.2,81.07796,81.17607
M,38,2014,420924,43112.79,82.2142,82.28886
M,39,2001,390980,51772.17,81.00547,81.11955
M,39,2002,402207,51901.97,80.69952,80.81499
M,39,2003,410386,50831.09,80.19308,80.32196
M,39,2004,416915,49756.08,79.71828,79.8596
M,39,2005,421935,49071.85,80.4377,80.56466
M,39,2006,427021,49283.5,80.50001,80.63699
M,39,2007,430908,49130.85,81.29851,81.40374
M,39,2008,435418,49309.81,82.00227,82.09382
M,39,2009,444885,48635.31,81.09544,81.22078
M,39,2010,443733,47232.51,81.00923,81.14534
M,39,2011,440361,45313.72,82.59828,82.67991
M,39,2012,440998,44866.7,81.72605,81.82097
M,39,2013,437861,44508.36,80.61956,80.74186
M,39,2014,420921,44294.16,82.0006,82.09117
M,40,2001,391132,53030.14,79.61628,79.76691
M,40,2002,402355,53171.07,80.31306,80.44288
M,40,2003,410360,52074.96,80.71132,80.83653
M,40,2004,416963,50993.05,80.95895,81.07869
M,40,2005,422212,50303.96,81.92245,82.0241
M,40,2006,426899,50530.29,80.78918,80.91756
M,40,2007,431068,50376.55,82.40402,82.50032
M,40,2008,435598,50574.07,82.21835,82.312
M,40,2009,444857,49917.41,80.89088,81.02668
M,40,2010,443779,48489.26,81.82774,81.95179
M,40,2011,440361,46556.83,82.28827,82.39233
M,40,2012,441034,46100.96,80.74686,80.88007
M,40,2013,437813,45728.77,81.88003,81.97287
M,40,2014,420919,45494.3,81.89075,82.00574
M,41,2001,391177,54288.68,80.16542,80.30684
M,41,2002,402231,54445.47,80.41856,80.54982
M,41,2003,410447,53328.82,80.66518,80.79752
M,41,2004,417017,52236.78,81.68034,81.79453
M,41,2005,422138,51544.62,81.48177,81.60091
M,41,2006,426934,51786.29,81.4618,81.58482
M,41,2007,430996,51631.38,82.29605,82.39569
M,41,2008,435471,51847.17,82.22572,82.32902
M,41,2009,444807,51212.48,81.11208,81.25381
M,41,2010,443828,49759.14,81.30096,81.43913
M,41,2011,440594,47814.01,82.75447,82.84456
M,41,2012,441233,47350.32,81.2752,81.40292
M,41,2013,437903,46968.65,81.88155,81.98093
M,41,2014,420905,46703.39,82.04065,82.13846
M,42,2001,391025,55549.89,80.53479,80.67068
M,42,2002,402304,55729.63,79.64043,79.79182
M,42,2003,410383,54589.37,81.24246,81.36826
M,42,2004,417045,53485.1,80.62508,80.76153
M,42,2005,422308,52793.41,81.23324,81.36019
M,42,2006,427053,53050.69,81.53037,81.65866
M,42,2007,431020,52897.0,81.99953,82.1082
M,42,2008,435582,53128.33,81.97698,82.09099
M,42,2009,444959,52518.65,81.94666,82.06639
M,42,2010,443888,51037.89,81.70979,81.84763
M,42,2011,440502,49087.81,81.67648,81.80286
M,42,2012,441298,48619.33,82.4203,82.52132
M,42,2013,437855,48223.76,81.54995,81.6675
M,42,2014,421114,47929.2,82.36817,82.47108
M,43,2001,391072,56824.27,79.66656,79.8186
M,43,2002,402327,57019.17,80.96877,81.08999
M,43,2003,410597,55856.57,80.93101,81.05688
M,43,2004,417070,54745.58,80.35336,80.49681
M,43,2005,422199,54053.06,80.9784,81.11018
M,43,2006,427154,54326.13,82.2103,82.3159
M,43,2007,431127,54170.11,81.9483,82.05319
M,43,2008,435595,54423.25,82.70585,82.80518
M,43,2009,444898,53831.41,82.23795,82.35192
M,43,2010,443913,52324.03,82.09269,82.21989
M,43,2011,440583,50378.95,82.5306,82.63465
M,43,2012,441232,49901.22,82.40088,82.50143
M,43,2013,437971,49499.52,81.76862,81.87832
M,43,2014,420941,49173.62,81.98431,82.0919
M,44,2001,391106,58100.54,80.66479,80.79221
M,44,2002,402333,58317.96,80.08171,80.22072
M,44,2003,410440,57134.32,79.79495,79.93968
M,44,2004,417051,56015.97,81.14201,81.26742
M,44,2005,422167,55321.26,81.77447,81.89026
M,44,2006,427038,55606.17,81.3037,81.42476
M,44,2007,431099,55455.52,81.66676,81.77914
M,44,2008,435630,55736.65,82.48082,82.579
M,44,2009,444997,55159.43,82.79078,82.89051
M,44,2010,443933,53620.59,82.62042,82.73434
M,44,2011,440565,51680.91,82.44575,82.54813
M,44,2012,441351,51201.42,82.93195,83.01141
M,44,2013,438051,50795.89,82.38419,82.48125
M,44,2014,421258,50434.35,82.06384,82.16628
M,45,2001,391135,59384.86,79.56396,79.71105
M,45,2002,402319,59620.3,81.21398,81.32603
M,45,2003,410615,58422.01,81.09648,81.21144
M,45,2004,417063,57295.75,80.46675,80.5989
M,45,2005,422263,56598.11,81.88643,81.99098
M,45,2006,427122,56902.19,82.56152,82.65086
M,45,2007,431131,56759.45,81.8161,81.91872
M,45,2008,435547,57062.55,81.46706,81.58414
M,45,2009,444927,56510.08,82.24038,82.3461
M,45,2010,444010,54940.1,82.87823,82.97875
M,45,2011,440625,52998.28,82.52924,82.62408
M,45,2012,441326,52517.06,82.22103,82.31416
M,45,2013,438025,52108.67,82.10297,82.20003
M,45,2014,421207,51712.38,82.41865,82.50826
M,46,2001,391227,60680.4,81.12224,81.23819
M,46,2002,402359,60939.13,81.52575,81.62955
M,46,2003,410493,59721.19,82.34231,82.42578
M,46,2004,417124,58588.2,82.29523,82.3888
M,46,2005,422250,57891.04,81.06895,81.19044
M,46,2006,427092,58217.46,81.60281,81.71629
M,46,2007,431055,58080.2,82.39793,82.48732
M,46,2008,435701,58409.45,82.08736,82.18882
M,46,2009,445013,57879.48,81.39078,81.51299
M,46,2010,444034,56277.03,82.04749,82.16778
M,46,2011,440633,54332.32,81.82202,81.93027
M,46,2012,441503,53851.79,82.21466,82.30676
M,46,2013,437971,53442.66,82.77059,82.84281
M,46,2014,421136,53007.0,82.27715,82.36804
M,47,2001,391225,61986.14,80.97218,81.09041
M,47,2002,402435,62264.91,79.50534,79.64658
M,47,2003,410608,61031.62,81.11168,81.22576
M,47,2004,417169,59893.57,81.8285,81.92878
M,47,2005,422316,59200.49,81.26495,81.37617
M,47,2006,427256,59545.07,81.84721,81.95257
M,47,2007,431141,59419.05,82.09412,82.19156
M,47,2008,435684,59770.94,83.02183,83.10384
M,47,2009,444998,59265.45,82.34294,82.448
M,47,2010,444000,57632.36,82.88615,82.9837
M,47,2011,440665,55680.82,82.29853,82.39754
M,47,2012,441346,55202.07,81.72031,81.82807
M,47,2013,438116,54791.2,82.26464,82.36619
M,47,2014,421218,54317.52,82.37068,82.46485
M,48,2001,391266,63294.69,79.89049,80.02962
M,48,2002,402495,63598.36,80.76453,80.8812
M,48,2003,410660,62349.62,80.75796,80.87986
M,48,2004,417205,61213.27,80.68835,80.81201
M,48,2005,422323,60524.83,82.06947,82.16932
M,48,2006,427161,60891.51,81.63667,81.74641
M,48,2007,431146,60771.87,82.10649,82.20493
M,48,2008,435786,61146.14,83.09383,83.17189
M,48,2009,445040,60668.64,82.52424,82.62095
M,48,2010,444047,59004.23,83.3005,83.38749
M,48,2011,440653,57044.24,83.20539,83.28699
M,48,2012,441444,56573.57,83.43521,83.50277
M,48,2013,438147,56160.82,82.98499,83.05655
M,48,2014,421159,55651.09,83.32835,83.39555
M,49,2001,391256,64618.26,80.46085,80.58611
M,49,2002,402535,64947.46,80.01085,80.14532
M,49,2003,410588,63682.77,81.14394,81.25548
M,49,2004,417322,62546.6,81.87937,81.97934
M,49,2005,422420,61860.85,81.53773,81.64641
M,49,2006,427224,62251.54,81.75133,81.8598
M,49,2007,431240,62140.67,82.40582,82.49525
M,49,2008,435705,62541.5,83.19579,83.27252
M,49,2009,445124,62090.02,82.56199,82.65551
M,49,2010,444069,60393.82,83.11643,83.20806
M,49,2011,440750,58436.82,82.60801,82.70065
M,49,2012,441466,57962.14,82.64959,82.73977
M,49,2013,438162,57555.74,82.31942,82.41067
M,49,2014,421244,57014.76,82.34235,82.43507
M,50,2001,391206,65949.18,80.95731,81.07484
M,50,2002,402422,66303.78,82.01563,82.10664
M,50,2003,410707,65025.13,82.23825,82.3292
M,50,2004,417233,63891.55,80.90991,81.02705
M,50,2005,422290,63212.6,82.45864,82.54993
M,50,2006,427236,63625.31,81.55085,81.65851
M,50,2007,431263,63524.25,82.80863,82.88526
M,50,2008,435682,63954.27,81.86325,81.96965
M,50,2009,445119,63529.11,82.13044,82.23397
M,50,2010,444101,61803.46,82.80978,82.90696
M,50,2011,440710,59848.78,82.43699,82.53094
M,50,2012,441520,59377.02,82.65862,82.74514
M,50,2013,438125,58973.78,83.48396,83.54668
M,50,2014,421177,58393.3,82.49841,82.5853
M,51,2001,391319,67296.5,82.33694,82.42387
M,51,2002,402579,67674.07,80.32934,80.45509
M,51,2003,410719,66381.63,81.06126,81.16825
M,51,2004,417191,65250.09,81.28792,81.39986
M,51,2005,422444,64587.11,82.12158,82.21981
M,51,2006,427286,65015.84,81.90784,82.0078
M,51,2007,431258,64928.11,83.2322,83.30133
M,51,2008,435777,65382.19,82.07307,82.17371
M,51,2009,445158,64987.31,83.78017,83.852
M,51,2010,444086,63235.39,83.25906,83.34501
M,51,2011,440748,61284.65,81.86813,81.97369
M,51,2012,441590,60814.94,83.1433,83.21748
M,51,2013,438232,60414.32,83.31194,83.37706
M,51,2014,421317,59802.17,83.89217,83.94473
M,52,2001,391303,68647.88,81.02611,81.14214
M,52,2002,402564,69050.66,80.58294,80.70022
M,52,2003,410720,67750.52,82.64545,82.72411
M,52,2004,417302,66623.19,82.37801,82.46755
M,52,2005,422381,65969.77,81.1544,81.26952
M,52,2006,427347,66424.23,82.7951,82.87931
M,52,2007,431219,66344.85,82.50411,82.59174
M,52,2008,435872,66827.53,82.05847,82.15807
M,52,2009,445222,66467.55,82.98433,83.07198
M,52,2010,444109,64689.65,82.01723,82.1348
M,52,2011,440869,62739.18,82.95181,83.03577
M,52,2012,441528,62274.52,83.258,83.3344
M,52,2013,438226,61880.22,82.58181,82.67268
M,52,2014,421248,61230.41,83.04951,83.12471
M,53,2001,391413,70017.97,80.44974,80.57963
M,53,2002,402530,70444.27,81.24842,81.36158
M,53,2003,410688,69133.49,81.91566,82.0159
M,53,2004,417275,68005.98,82.76846,82.85141
M,53,2005,422500,67372.9,82.41609,82.51218
M,53,2006,427264,67852.07,82.79343,82.87946
M,53,2007,431268,67777.81,83.58488,83.6492
M,53,2008,435774,68289.23,82.714,82.80508
M,53,2009,445189,67962.97,83.2977,83.3767
M,53,2010,444164,66160.63,83.08737,83.18357
M,53,2011,440774,64217.83,83.43224,83.51425
M,53,2012,441587,63755.51,82.80782,82.89245
M,53,2013,438269,63366.89,83.45854,83.5272
M,53,2014,421258,62682.05,83.60005,83.66531
M,54,2001,391337,71402.96,81.66886,81.77566
M,54,2002,402633,71852.41,80.76181,80.88236
M,54,2003,410764,70530.69,81.61274,81.72017
M,54,2004,417352,69405.9,82.01366,82.11951
M,54,2005,422475,68790.37,82.71022,82.8
M,54,2006,427299,69290.95,82.46516,82.56073
M,54,2007,431385,69233.69,82.27915,82.38113
M,54,2008,435936,69771.98,82.68276,82.77538
M,54,2009,445157,69476.94,83.16019,83.2538
M,54,2010,444100,67649.51,82.16546,82.28526
M,54,2011,440762,65716.33,83.00325,83.09525
M,54,2012,441588,65254.59,83.62789,83.70112
M,54,2013,438295,64874.11,83.37583,83.45136
M,54,2014,421295,64155.37,83.21758,83.29605
M,55,2001,391392,72797.21,81.02966,81.158
M,55,2002,402526,73277.12,82.09033,82.19393
M,55,2003,410783,71942.85,82.90335,82.9922
M,55,2004,417358,70823.04,81.86176,81.97467
M,55,2005,422527,70224.62,81.97675,82.0845
M,55,2006,427235,70750.72,82.03638,82.15119
M,55,2007,431316,70709.66,82.81601,82.91451
M,55,2008,435844,71271.42,83.2171,83.3045
M,55,2009,445225,71011.69,82.60973,82.71994
M,55,2010,444228,69159.83,83.54442,83.63867
M,55,2011,440866,67238.36,83.55074,83.64217
M,55,2012,441601,66780.56,82.88354,82.98154
M,55,2013,438293,66406.9,82.31542,82.42348
M,55,2014,421433,65650.66,83.13724,83.22675
M,56,2001,391386,74209.53,81.51365,81.63501
M,56,2002,402642,74717.24,82.18472,82.29055
M,56,2003,410808,73370.11,80.93543,81.06957
M,56,2004,417376,72254.27,82.77986,82.8755
M,56,2005,422445,71675.09,82.74307,82.84348
M,56,2006,427411,72229.53,82.93833,83.0354
M,56,2007,431395,72201.94,83.61755,83.70088
M,56,2008,435947,72792.2,83.24288,83.3388
M,56,2009,445225,72564.3,83.01524,83.12421
M,56,2010,444221,70685.62,83.16798,83.28371
M,56,2011,440806,68784.85,84.06654,84.14754
M,56,2012,441669,68327.4,82.70027,82.8145
M,56,2013,438252,67959.91,83.08546,83.18641
M,56,2014,421320,67168.4,82.85702,82.96234
M,57,2001,391454,75641.09,81.16883,81.30198
M,57,2002,402544,76175.18,82.33643,82.4455
M,57,2003,410827,74815.6,80.94113,81.07933
M,57,2004,417402,73704.08,81.02956,81.16728
M,57,2005,422589,73149.08,82.94348,83.04527
M,57,2006,427296,73727.28,82.94222,83.04134
M,57,2007,431374,73713.63,83.40424,83.49804
M,57,2008,435887,74330.64,83.64962,83.7381
M,57,2009,445348,74137.72,83.22077,83.32711
M,57,2010,444225,72233.54,82.8507,82.97186
M,57,2011,440871,70355.48,83.18298,83.28542
M,57,2012,441688,69900.61,82.9275,83.02933
M,57,2013,438403,69534.84,84.20211,84.28075
M,57,2014,421387,68710.54,84.99077,85.0412
M,58,2001,391392,77087.17,81.34436,81.47586
M,58,2002,402699,77650.97,82.20953,82.32621
M,58,2003,410872,76277.96,81.46487,81.5965
M,58,2004,417444,75174.03,81.83347,81.96255
M,58,2005,422518,74645.19,83.54132,83.63131
M,58,2006,427388,75249.0,83.25455,83.35107
M,58,2007,431401,75246.63,84.07613,84.15797
M,58,2008,435984,75892.56,82.43575,82.55691
M,58,2009,445291,75735.02,84.12914,84.21301
M,58,2010,444396,73805.07,82.78042,82.90771
M,58,2011,440883,71948.13,83.50872,83.60874
M,58,2012,441735,71494.54,82.83764,82.94756
M,58,2013,438305,71137.18,83.66484,83.7524
M,58,2014,421338,70270.98,84.46233,84.53199
M,59,2001,391565,78551.81,81.13407,81.27241
M,59,2002,402681,79144.95,82.70682,82.80994
M,59,2003,410846,77761.92,82.38926,82.49966
M,59,2004,417428,76659.15,83.05605,83.161
M,59,2005,422595,76159.35,82.51734,82.63123
M,59,2006,427362,76791.14,83.2067,83.30675
M,59,2007,431405,76805.96,83.49963,83.5972
M,59,2008,435954,77480.16,82.94251,83.05189
M,59,2009,445314,77358.03,83.25768,83.36459
M,59,2010,444170,75397.08,83.80109,83.90443
M,59,2011,440955,73565.76,83.90039,83.99683
M,59,2012,441728,73113.14,83.54419,83.63889
M,59,2013,438242,72760.74,82.54623,82.66367
M,59,2014,421446,71855.39,83.88488,83.97154
M,60,2001,391472,80035.49,81.73444,81.86458
M,60,2002,402631,80660.32,83.12546,83.22342
M,60,2003,410824,79268.91,82.34182,82.45451
M,60,2004,417420,78167.85,83.39534,83.49286
M,60,2005,422603,77696.89,82.32346,82.44147
