gnd,pctile,year,count,hh_inc,le_agg,le_raceadj
F,40,2010,461162,44961.73,85.78167,85.80897
F,40,2011,459376,43733.93,86.49186,86.48765
F,40,2012,460027,43058.26,85.09497,85.11185
F,40,2013,457498,42229.59,85.03922,85.05657
F,40,2014,440416,40327.3,85.92927,85.92899
F,41,2001,400715,48863.2,84.55802,84.60197
F,41,2002,413683,49534.75,84.01972,84.07386
F,41,2003,422718,48777.92,83.98226,84.03492
F,41,2004,430251,48037.27,84.5296,84.57633
F,41,2005,435955,47596.13,84.17513,84.2201
F,41,2006,441086,47895.58,84.51334,84.55407
F,41,2007,445594,47770.72,85.39143,85.40906
F,41,2008,450662,47970.01,85.56378,85.57838
F,41,2009,461341,47455.21,86.70243,86.69598
F,41,2010,461150,46200.17,85.50211,85.52828
F,41,2011,459480,44939.55,86.05642,86.0658
F,41,2012,460098,44259.55,86.57228,86.56821
F,41,2013,457394,43419.94,85.4175,85.42692
F,41,2014,440541,41458.14,86.32551,86.31868
F,42,2001,400608,50094.11,83.61802,83.69009
F,42,2002,413577,50784.46,83.74159,83.79977
F,42,2003,422797,50001.24,83.73178,83.79172
F,42,2004,430257,49250.69,83.20503,83.27917
F,42,2005,435944,48806.47,85.08833,85.1161
F,42,2006,441074,49127.76,84.78578,84.82055
F,42,2007,445448,49016.05,85.53932,85.55573
F,42,2008,450781,49234.76,85.72173,85.73299
F,42,2009,461505,48742.6,85.16018,85.18906
F,42,2010,461163,47456.29,85.74967,85.77608
F,42,2011,459530,46167.49,86.00423,86.01074
F,42,2012,460011,45481.66,85.85212,85.86123
F,42,2013,457470,44635.46,85.52525,85.53461
F,42,2014,440490,42609.73,86.41708,86.40531
F,43,2001,400713,51331.17,84.08332,84.143
F,43,2002,413639,52043.46,83.08202,83.15886
F,43,2003,422753,51232.91,84.90919,84.94479
F,43,2004,430210,50475.24,85.86333,85.88367
F,43,2005,436017,50027.07,83.79176,83.85226
F,43,2006,441114,50374.04,84.88688,84.92142
F,43,2007,445500,50271.71,85.53318,85.55172
F,43,2008,450605,50516.95,85.72276,85.74275
F,43,2009,461472,50044.91,85.06808,85.10457
F,43,2010,461258,48728.18,85.15245,85.1891
F,43,2011,459603,47415.38,86.21537,86.22241
F,43,2012,460130,46726.06,86.15849,86.16191
F,43,2013,457504,45874.08,86.05235,86.04691
F,43,2014,440579,43786.46,85.86122,85.86881
F,44,2001,400675,52583.99,83.07492,83.16757
F,44,2002,413636,53315.06,82.88634,82.97792
F,44,2003,422798,52480.86,84.48952,84.534
F,44,2004,430373,51715.3,85.02888,85.06386
F,44,2005,435977,51260.04,83.94827,84.00377
F,44,2006,441143,51632.24,85.82899,85.84936
F,44,2007,445588,51541.05,86.13805,86.14848
F,44,2008,450771,51813.25,87.1102,87.10493
F,44,2009,461447,51357.57,85.21261,85.24605
F,44,2010,461125,50011.77,86.6502,86.66295
F,44,2011,459549,48683.27,86.52374,86.5242
F,44,2012,460080,47995.52,85.69231,85.70618
F,44,2013,457570,47137.55,86.11699,86.11944
F,44,2014,440539,44986.56,86.3662,86.36878
F,45,2001,400730,53845.52,82.48369,82.59533
F,45,2002,413600,54599.59,84.98889,85.03028
F,45,2003,422826,53743.88,84.17989,84.24137
F,45,2004,430387,52962.84,84.93517,84.98389
F,45,2005,435945,52509.95,85.64368,85.66821
F,45,2006,441174,52902.54,85.50284,85.52611
F,45,2007,445583,52821.24,85.81561,85.83109
F,45,2008,450672,53123.87,86.11562,86.13158
F,45,2009,461562,52686.9,86.28827,86.30327
F,45,2010,461261,51307.29,86.52144,86.53972
F,45,2011,459603,49968.03,85.70912,85.73592
F,45,2012,460135,49288.84,85.75991,85.78009
F,45,2013,457526,48422.19,86.80636,86.79625
F,45,2014,440513,46207.07,86.84978,86.83102
F,46,2001,400698,55121.12,84.10816,84.17967
F,46,2002,413723,55899.32,84.83453,84.88538
F,46,2003,422839,55020.87,84.6777,84.73138
F,46,2004,430264,54225.38,84.31593,84.37674
F,46,2005,436107,53777.98,84.98792,85.02959
F,46,2006,441120,54190.53,85.20727,85.2473
F,46,2007,445514,54119.42,85.25742,85.29021
F,46,2008,450762,54444.06,86.92154,86.92516
F,46,2009,461494,54031.8,85.41897,85.45685
F,46,2010,461249,52615.97,86.25648,86.28216
F,46,2011,459568,51269.37,86.14361,86.16069
F,46,2012,460198,50597.63,86.03462,86.05417
F,46,2013,457509,49726.74,85.30717,85.33374
F,46,2014,440587,47447.39,86.28009,86.28603
F,47,2001,400750,56411.13,82.95315,83.06207
F,47,2002,413676,57213.45,84.7878,84.84357
F,47,2003,422769,56307.42,84.23202,84.29734
F,47,2004,430322,55501.5,85.33571,85.37707
F,47,2005,436046,55055.5,85.39833,85.44083
F,47,2006,441187,55490.72,85.79124,85.81964
F,47,2007,445505,55435.24,85.88312,85.91004
F,47,2008,450734,55786.98,86.45275,86.46238
F,47,2009,461443,55389.81,86.15633,86.18362
F,47,2010,461257,53939.0,86.38857,86.41985
F,47,2011,459649,52588.49,86.95191,86.95741
F,47,2012,460112,51925.66,86.15746,86.17513
F,47,2013,457537,51051.75,86.61018,86.61715
F,47,2014,440511,48710.13,86.7113,86.70936
F,48,2001,400767,57714.86,84.3884,84.4639
F,48,2002,413753,58540.85,84.44623,84.51659
F,48,2003,422858,57613.45,85.33601,85.37777
F,48,2004,430365,56795.19,85.46864,85.50553
F,48,2005,436016,56349.76,85.7285,85.76345
F,48,2006,441220,56809.07,84.93494,84.98312
F,48,2007,445644,56766.32,84.37235,84.43172
F,48,2008,450736,57151.83,86.78522,86.79391
F,48,2009,461605,56771.71,85.60658,85.63963
F,48,2010,461321,55280.06,86.54868,86.57655
F,48,2011,459597,53924.65,87.31165,87.31179
F,48,2012,460232,53270.71,86.27183,86.28716
F,48,2013,457637,52396.23,86.42808,86.42493
F,48,2014,440682,49996.44,87.18657,87.17551
F,49,2001,400770,59037.24,84.22298,84.30189
F,49,2002,413659,59884.41,85.1302,85.18196
F,49,2003,422838,58935.35,84.65656,84.71611
F,49,2004,430402,58100.16,84.80679,84.86702
F,49,2005,436065,57659.37,85.88469,85.91811
F,49,2006,441209,58144.55,85.93927,85.96935
F,49,2007,445566,58126.82,85.45481,85.48542
F,49,2008,450816,58538.02,86.17297,86.1919
F,49,2009,461581,58182.97,86.909,86.91602
F,49,2010,461226,56647.81,85.29726,85.34581
F,49,2011,459693,55279.77,86.72734,86.73531
F,49,2012,460169,54637.45,86.27918,86.29261
F,49,2013,457654,53766.37,87.08263,87.07868
F,49,2014,440549,51306.8,86.23042,86.24073
F,50,2001,400738,60369.19,83.92199,84.0073
F,50,2002,413731,61243.98,83.85938,83.9422
F,50,2003,422835,60269.54,84.75469,84.81189
F,50,2004,430369,59423.89,85.04154,85.09488
F,50,2005,436143,58986.96,85.79373,85.82606
F,50,2006,441201,59505.88,86.51553,86.53423
F,50,2007,445621,59509.03,85.75123,85.77848
F,50,2008,450761,59945.81,85.19255,85.23134
F,50,2009,461534,59615.21,86.80556,86.81108
F,50,2010,461355,58039.94,87.06129,87.0703
F,50,2011,459612,56654.92,86.80478,86.80665
F,50,2012,460260,56023.44,86.61684,86.61714
F,50,2013,457530,55159.71,85.9103,85.92771
F,50,2014,440591,52638.07,87.17191,87.1602
F,51,2001,400818,61720.85,84.34142,84.41771
F,51,2002,413787,62617.13,85.51656,85.56123
F,51,2003,422957,61615.12,84.80016,84.8562
F,51,2004,430374,60764.79,84.6632,84.72314
F,51,2005,436111,60338.05,84.34313,84.40085
F,51,2006,441223,60888.77,85.57712,85.60982
F,51,2007,445631,60910.96,85.96942,85.98801
F,51,2008,450766,61380.14,86.92056,86.92484
F,51,2009,461525,61073.41,87.11505,87.11369
F,51,2010,461350,59459.34,86.86794,86.87918
F,51,2011,459659,58048.04,86.62747,86.63435
F,51,2012,460231,57434.83,85.90908,85.92381
F,51,2013,457642,56576.7,85.96461,85.97284
F,51,2014,440622,53991.41,87.4361,87.41007
F,52,2001,400862,63086.96,83.32749,83.42319
F,52,2002,413803,64007.48,85.58057,85.61989
F,52,2003,422952,62981.89,84.82366,84.87288
F,52,2004,430487,62126.26,84.97219,85.02144
F,52,2005,436079,61713.75,84.64861,84.70238
F,52,2006,441155,62294.84,85.15411,85.18826
F,52,2007,445629,62335.61,86.12435,86.14092
F,52,2008,450882,62832.53,85.93523,85.94788
F,52,2009,461536,62554.77,86.45195,86.4586
F,52,2010,461286,60907.73,85.71558,85.7495
F,52,2011,459680,59470.14,87.44318,87.43072
F,52,2012,460263,58873.05,86.0883,86.09874
F,52,2013,457689,58020.84,87.29357,87.26657
F,52,2014,440615,55376.06,87.70961,87.68106
F,53,2001,400819,64466.49,83.39182,83.48063
F,53,2002,413679,65417.38,84.82162,84.87477
F,53,2003,422860,64365.35,85.74438,85.76859
F,53,2004,430385,63508.36,85.55129,85.57867
F,53,2005,436090,63104.19,85.36951,85.395
F,53,2006,441324,63718.2,86.14476,86.15704
F,53,2007,445562,63778.87,85.85391,85.86442
F,53,2008,450881,64306.55,86.14953,86.1555
F,53,2009,461632,64054.59,86.14811,86.15958
F,53,2010,461293,62373.89,86.98011,86.97614
F,53,2011,459711,60921.57,86.81133,86.80425
F,53,2012,460265,60339.12,86.71379,86.70906
F,53,2013,457648,59496.86,86.81136,86.7933
F,53,2014,440664,56783.23,87.52711,87.49102
F,54,2001,400769,65866.49,84.69673,84.74629
F,54,2002,413823,66838.46,85.50201,85.52911
F,54,2003,422943,65767.81,84.3381,84.38803
F,54,2004,430461,64906.68,84.69319,84.74083
F,54,2005,436182,64516.56,85.34926,85.37639
F,54,2006,441250,65159.99,86.34439,86.3473
F,54,2007,445675,65240.24,86.01224,86.01429
F,54,2008,450823,65799.39,86.72603,86.71413
F,54,2009,461568,65576.2,85.94781,85.95742
F,54,2010,461381,63866.93,86.19283,86.20352
F,54,2011,459751,62398.79,86.68279,86.667
F,54,2012,460307,61831.57,86.6386,86.62212
F,54,2013,457731,60997.57,87.24625,87.21033
F,54,2014,440656,58221.72,87.19111,87.15979
F,55,2001,400822,67279.45,84.42146,84.47797
F,55,2002,413714,68277.72,84.53214,84.57659
F,55,2003,422976,67184.18,85.00864,85.03725
F,55,2004,430400,66325.14,84.89223,84.9212
F,55,2005,436079,65947.33,85.09458,85.11581
F,55,2006,441303,66624.38,85.70756,85.71723
F,55,2007,445665,66720.71,85.23006,85.23848
F,55,2008,450848,67311.64,86.55692,86.54033
F,55,2009,461588,67129.63,86.53883,86.52574
F,55,2010,461289,65391.68,87.36247,87.34824
F,55,2011,459675,63902.91,86.91925,86.89442
F,55,2012,460321,63349.89,86.54509,86.52765
F,55,2013,457693,62527.74,86.79468,86.7644
F,55,2014,440649,59685.06,86.43349,86.41064
F,56,2001,400776,68711.67,83.74593,83.80921
F,56,2002,413792,69733.15,83.8056,83.85755
F,56,2003,422931,68623.07,85.53651,85.55219
F,56,2004,430490,67763.22,84.88852,84.91736
F,56,2005,436144,67397.2,85.57179,85.57813
F,56,2006,441231,68106.79,85.82863,85.82883
F,56,2007,445706,68219.39,86.83991,86.81759
F,56,2008,450836,68851.63,86.61928,86.59741
F,56,2009,461665,68703.21,86.93465,86.90868
F,56,2010,461313,66928.38,86.74557,86.73434
F,56,2011,459705,65437.35,87.35771,87.3197
F,56,2012,460233,64892.98,87.55085,87.50011
F,56,2013,457695,64086.5,86.40419,86.3726
F,56,2014,440719,61183.42,86.78276,86.74536
F,57,2001,400863,70159.48,83.37095,83.43881
F,57,2002,413749,71212.24,86.56892,86.56575
F,57,2003,422928,70078.46,84.46763,84.50028
F,57,2004,430453,69217.03,84.55598,84.5841
F,57,2005,436163,68868.31,85.44849,85.45128
F,57,2006,441281,69606.74,86.75032,86.7323
F,57,2007,445690,69742.43,86.98439,86.95498
F,57,2008,450834,70412.17,86.49525,86.4758
F,57,2009,461621,70291.43,87.19818,87.16579
F,57,2010,461389,68484.88,86.47545,86.46507
F,57,2011,459746,66993.59,86.73631,86.7068
F,57,2012,460352,66459.1,87.36195,87.31232
F,57,2013,457665,65662.88,86.57206,86.53081
F,57,2014,440714,62711.68,87.68186,87.62342
F,58,2001,400881,71630.51,84.11744,84.16232
F,58,2002,413833,72709.66,84.70175,84.72803
F,58,2003,422917,71556.42,84.94627,84.96012
F,58,2004,430496,70695.56,84.39526,84.42589
F,58,2005,436140,70360.12,85.28505,85.28977
F,58,2006,441338,71128.41,84.93756,84.94587
F,58,2007,445606,71294.48,85.77293,85.75621
F,58,2008,450844,71988.49,86.85622,86.82435
F,58,2009,461716,71898.63,86.05347,86.03317
F,58,2010,461433,70062.33,88.14056,88.10043
F,58,2011,459729,68571.16,87.01334,86.97243
F,58,2012,460369,68048.49,87.91947,87.85959
F,58,2013,457743,67263.28,88.26113,88.19637
F,58,2014,440776,64262.5,87.93073,87.86588
F,59,2001,400900,73121.61,85.07718,85.10507
F,59,2002,413813,74227.39,85.03589,85.05633
F,59,2003,423023,73053.56,84.95147,84.96729
F,59,2004,430519,72192.74,85.22263,85.23301
F,59,2005,436140,71870.52,85.60699,85.60056
F,59,2006,441335,72684.3,86.57751,86.55457
F,59,2007,445789,72863.22,86.87576,86.84179
F,59,2008,450956,73582.92,88.0734,88.02518
F,59,2009,461602,73524.72,87.29225,87.25149
F,59,2010,461373,71659.66,86.93334,86.90275
F,59,2011,459691,70177.2,87.79752,87.74721
F,59,2012,460346,69665.38,87.19744,87.15028
F,59,2013,457756,68889.31,87.02831,86.97464
F,59,2014,440726,65833.41,87.313,87.25097
F,60,2001,400888,74632.3,83.69164,83.74773
F,60,2002,413790,75769.3,84.35781,84.38686
F,60,2003,423056,74570.72,83.77382,83.81065
F,60,2004,430512,73715.28,85.84422,85.83791
F,60,2005,436203,73406.18,85.15919,85.15746
F,60,2006,441306,74261.1,85.3529,85.34988
F,60,2007,445710,74454.31,87.01607,86.97984
F,60,2008,450942,75205.46,86.27146,86.24512
F,60,2009,461721,75178.8,87.11828,87.07979
F,60,2010,461456,73282.48,86.38168,86.36027
F,60,2011,459807,71808.88,87.32265,87.27515
F,60,2012,460428,71308.39,87.08241,87.03379
F,60,2013,457783,70539.3,87.65954,87.59425
F,60,2014,440782,67433.15,86.69069,86.63441
F,61,2001,400867,76170.42,83.54073,83.60054
F,61,2002,413810,77334.16,85.27147,85.28391
F,61,2003,422971,76111.22,85.18918,85.19956
F,61,2004,430450,75251.45,86.85069,86.83246
F,61,2005,436225,74974.86,86.58129,86.5635
F,61,2006,441380,75858.52,86.38061,86.35775
F,61,2007,445747,76071.41,86.92981,86.89075
F,61,2008,450887,76858.96,86.84805,86.80994
F,61,2009,461729,76860.06,86.00202,85.97742
F,61,2010,461456,74929.69,87.23493,87.19995
F,61,2011,459829,73466.24,88.04571,87.98846
F,61,2012,460393,72976.48,86.96722,86.91373
F,61,2013,457804,72215.67,87.15993,87.0983
F,61,2014,440787,69064.89,87.2908,87.2287
F,62,2001,400904,77734.2,85.67467,85.6854
F,62,2002,413811,78923.78,85.77501,85.78229
F,62,2003,423065,77678.12,85.80475,85.799
F,62,2004,430534,76818.32,85.73788,85.73845
F,62,2005,436188,76575.34,86.52804,86.51043
F,62,2006,441353,77480.45,85.64936,85.63873
F,62,2007,445775,77719.94,86.932,86.89454
F,62,2008,450985,78535.0,87.58292,87.53741
F,62,2009,461739,78570.09,86.99693,86.95683
F,62,2010,461467,76604.99,87.8723,87.82899
F,62,2011,459819,75155.41,86.83642,86.79628
F,62,2012,460433,74675.26,86.80324,86.76079
F,62,2013,457816,73921.63,87.63553,87.5725
F,62,2014,440778,70725.6,87.30512,87.24382
F,63,2001,400882,79325.41,83.95596,84.00668
F,63,2002,413898,80536.94,85.2365,85.24939
F,63,2003,423050,79272.86,86.50284,86.49455
F,63,2004,430525,78416.31,84.63095,84.64931
F,63,2005,436241,78202.59,85.78346,85.77629
F,63,2006,441407,79133.18,85.5509,85.54906
F,63,2007,445779,79394.07,87.54338,87.5018
F,63,2008,450948,80239.19,87.49173,87.45131
F,63,2009,461721,80311.45,87.63425,87.58672
F,63,2010,461487,78312.47,88.57462,88.52408
F,63,2011,459781,76871.43,88.20434,88.14407
F,63,2012,460469,76404.62,87.61984,87.56012
F,63,2013,457796,75659.24,88.30775,88.24087
F,63,2014,440816,72411.54,88.09496,88.02715
F,64,2001,400868,80945.09,84.39982,84.438
F,64,2002,413859,82185.71,84.42268,84.45743
F,64,2003,422991,80896.2,85.5155,85.52002
F,64,2004,430546,80037.33,85.73342,85.73512
F,64,2005,436246,79856.47,86.6552,86.63597
F,64,2006,441263,80811.15,87.66234,87.62814
F,64,2007,445748,81094.08,86.14696,86.12468
F,64,2008,450965,81978.42,86.69707,86.66236
F,64,2009,461767,82086.9,87.49055,87.44833
F,64,2010,461474,80055.82,86.45402,86.42831
F,64,2011,459866,78623.56,88.63898,88.5797
F,64,2012,460382,78167.71,86.99243,86.94409
F,64,2013,457870,77434.86,88.96664,88.89455
F,64,2014,440799,74128.85,87.90098,87.83326
F,65,2001,400955,82592.74,84.03656,84.08779
F,65,2002,413973,83868.39,84.7356,84.76488
F,65,2003,423066,82554.13,85.49295,85.50291
F,65,2004,430581,81681.39,83.99007,84.02562
F,65,2005,436235,81538.3,84.09798,84.12598
F,65,2006,441391,82525.47,85.99448,85.97897
F,65,2007,445797,82829.86,86.61924,86.59024
F,65,2008,450979,83755.35,86.65254,86.62227
F,65,2009,461742,83905.73,87.77925,87.73656
F,65,2010,461472,81841.98,87.09419,87.07185
F,65,2011,459814,80415.39,87.61023,87.56074
F,65,2012,460421,79966.38,88.25026,88.19091
F,65,2013,457793,79255.45,87.22041,87.16244
F,65,2014,440753,75884.12,88.0197,87.94992
F,66,2001,400905,84280.49,85.83321,85.85204
F,66,2002,413857,85590.41,85.34625,85.36732
F,66,2003,423083,84246.39,85.97234,85.97378
F,66,2004,430570,83363.22,86.48856,86.48366
F,66,2005,436324,83250.12,86.74196,86.72507
F,66,2006,441484,84273.99,87.46579,87.43265
F,66,2007,445840,84603.52,86.19856,86.17764
F,66,2008,451008,85570.95,86.87622,86.84442
F,66,2009,461699,85771.7,87.38212,87.34427
F,66,2010,461501,83668.6,88.28004,88.23981
F,66,2011,459894,82244.39,86.9291,86.88894
F,66,2012,460459,81809.0,86.82449,86.7771
F,66,2013,457823,81114.74,87.48914,87.43268
F,66,2014,440808,77678.75,87.98376,87.92083
F,67,2001,400858,86004.05,85.74137,85.76389
F,67,2002,413934,87351.31,84.23806,84.28618
F,67,2003,423035,85976.99,83.51016,83.56413
F,67,2004,430510,85076.48,86.07298,86.07177
F,67,2005,436243,85000.6,86.92001,86.89909
F,67,2006,441372,86058.5,86.16463,86.15687
F,67,2007,445829,86418.26,86.55525,86.52908
F,67,2008,450946,87437.9,87.00616,86.96946
F,67,2009,461801,87675.17,86.64431,86.61723
F,67,2010,461525,85531.29,86.99377,86.96739
F,67,2011,459831,84117.78,87.94915,87.9014
F,67,2012,460441,83696.7,86.53637,86.49907
F,67,2013,457929,83012.54,88.77732,88.71053
F,67,2014,440824,79512.94,87.18453,87.1219
F,68,2001,400958,87770.11,83.96764,84.0261
F,68,2002,413915,89157.16,82.89247,82.97024
F,68,2003,423105,87745.99,85.83685,85.84299
F,68,2004,430583,86833.58,84.38609,84.42267
F,68,2005,436257,86785.79,86.33623,86.32963
F,68,2006,441418,87885.78,86.61772,86.60447
F,68,2007,445781,88273.19,86.63223,86.60468
F,68,2008,450998,89346.83,88.05932,88.01721
F,68,2009,461781,89617.95,87.80585,87.76522
F,68,2010,461478,87434.44,87.50765,87.47516
F,68,2011,459842,86033.38,87.02175,86.98279
F,68,2012,460484,85624.91,88.54523,88.48561
F,68,2013,457879,84956.18,87.00168,86.95358
F,68,2014,440882,81396.71,88.17879,88.11372
F,69,2001,400930,89579.43,86.0401,86.0586
F,69,2002,413901,91010.16,84.64426,84.68085
F,69,2003,423146,89563.83,84.47332,84.50627
F,69,2004,430633,88629.72,85.60373,85.61494
F,69,2005,436225,88613.37,86.12327,86.11409
F,69,2006,441545,89755.9,85.54862,85.54242
F,69,2007,445873,90184.6,86.87836,86.84975
F,69,2008,451049,91299.45,87.65867,87.61916
F,69,2009,461826,91609.71,86.66978,86.64205
F,69,2010,461612,89378.52,88.21831,88.17474
F,69,2011,459898,88001.84,88.20393,88.15012
F,69,2012,460549,87602.25,87.48947,87.43857
F,69,2013,457847,86949.98,88.60734,88.5451
F,69,2014,440854,83319.44,88.6227,88.55308
F,70,2001,400977,91439.09,84.56482,84.60571
F,70,2002,413963,92922.55,84.29561,84.33702
F,70,2003,423076,91430.98,85.67346,85.67956
F,70,2004,430509,90472.97,86.50439,86.49393
F,70,2005,436371,90485.73,86.19325,86.18306
F,70,2006,441480,91675.7,86.04989,86.03802
F,70,2007,445892,92144.59,84.8497,84.85078
F,70,2008,451056,93298.46,87.58525,87.5442
F,70,2009,461843,93655.43,87.66044,87.61941
F,70,2010,461540,91370.97,87.08614,87.05295
F,70,2011,459819,90021.09,87.84333,87.79376
F,70,2012,460491,89632.34,89.02094,88.95406
F,70,2013,457845,88994.14,88.24213,88.17561
F,70,2014,440858,85293.9,87.73888,87.67342
F,71,2001,400970,93356.59,85.50905,85.52692
F,71,2002,413954,94889.52,85.51501,85.52784
F,71,2003,423155,93349.73,86.80049,86.7844
F,71,2004,430669,92368.42,86.02758,86.01922
F,71,2005,436309,92411.31,87.43281,87.39546
F,71,2006,441423,93648.36,86.53162,86.50845
F,71,2007,445863,94150.81,86.21754,86.18975
F,71,2008,450988,95353.48,87.91549,87.86582
F,71,2009,461805,95759.69,88.09397,88.04156
F,71,2010,461611,93420.5,87.90293,87.85356
F,71,2011,459863,92088.24,87.83691,87.78068
F,71,2012,460565,91719.47,88.15344,88.08426
F,71,2013,457888,91099.56,89.11199,89.03205
F,71,2014,440863,87326.49,88.70738,88.62788
F,72,2001,400961,95330.33,84.18776,84.22825
F,72,2002,413983,96921.47,85.71798,85.71839
F,72,2003,423192,95330.35,84.82688,84.84
F,72,2004,430583,94322.13,85.17631,85.18071
F,72,2005,436354,94387.6,85.78851,85.77364
F,72,2006,441464,95672.25,86.82747,86.7935
F,72,2007,445882,96214.76,85.97001,85.93587
F,72,2008,451085,97468.88,85.39314,85.3733
F,72,2009,461808,97927.28,87.85839,87.79916
F,72,2010,461505,95528.95,87.78119,87.73147
F,72,2011,459931,94223.84,86.51417,86.46725
F,72,2012,460480,93869.22,88.82481,88.74477
F,72,2013,457938,93270.05,88.39816,88.31759
F,72,2014,440875,89411.43,88.37932,88.29341
F,73,2001,401025,97377.4,85.41733,85.42528
F,73,2002,413954,99017.21,86.21037,86.19608
F,73,2003,423118,97377.61,85.0729,85.07691
F,73,2004,430667,96345.44,86.2941,86.27235
F,73,2005,436355,96428.58,86.06989,86.0453
F,73,2006,441453,97760.97,84.9278,84.91682
F,73,2007,445889,98336.81,87.71008,87.64938
F,73,2008,451022,99642.67,85.93119,85.89371
F,73,2009,461934,100164.4,88.1608,88.09679
F,73,2010,461583,97706.89,87.95881,87.89976
F,73,2011,459898,96422.47,88.35103,88.2806
F,73,2012,460527,96084.67,87.99037,87.91257
F,73,2013,457928,95505.69,87.50587,87.42442
F,73,2014,440894,91564.09,87.92882,87.84561
F,74,2001,401003,99495.37,85.0823,85.09404
F,74,2002,414017,101190.1,85.45539,85.45049
F,74,2003,423132,99493.1,84.35994,84.3679
F,74,2004,430715,98433.25,86.55408,86.52145
F,74,2005,436303,98535.38,87.13258,87.08879
F,74,2006,441512,99911.28,86.75028,86.71484
F,74,2007,445891,100524.6,87.1413,87.0861
F,74,2008,451068,101891.1,87.19604,87.13367
F,74,2009,461840,102470.1,88.96558,88.89285
F,74,2010,461586,99950.07,86.96632,86.92175
F,74,2011,459939,98693.95,87.87076,87.79855
F,74,2012,460578,98376.46,88.62777,88.54162
F,74,2013,457931,97822.72,88.8297,88.73777
F,74,2014,440904,93787.05,87.64104,87.55355
F,75,2001,400977,101693.5,86.40681,86.38925
F,75,2002,414008,103442.3,84.64165,84.65055
F,75,2003,423178,101693.4,86.4395,86.40649
F,75,2004,430590,100593.4,82.58766,82.62448
F,75,2005,436360,100714.4,86.30532,86.26227
F,75,2006,441458,102133.3,86.14966,86.10567
F,75,2007,445930,102779.3,87.90153,87.83472
F,75,2008,451041,104213.1,87.47432,87.40285
F,75,2009,461853,104860.2,87.67535,87.604
F,75,2010,461608,102269.7,88.20164,88.13028
F,75,2011,459937,101050.1,87.65652,87.57676
F,75,2012,460523,100750.6,88.24326,88.15058
F,75,2013,457959,100222.9,88.18501,88.0934
F,75,2014,440961,96079.91,89.29229,89.18781
F,76,2001,401051,103979.2,85.61049,85.60278
F,76,2002,414009,105798.1,86.55776,86.52036
F,76,2003,423181,103979.2,85.55927,85.5338
F,76,2004,430716,102826.5,86.10271,86.06712
F,76,2005,436404,102973.9,86.53672,86.48635
F,76,2006,441492,104429.5,87.54406,87.4818
F,76,2007,445885,105114.9,86.33902,86.27316
F,76,2008,451067,106612.0,88.21836,88.13746
F,76,2009,461924,107333.4,87.8224,87.74305
F,76,2010,461596,104674.0,88.0407,87.96535
F,76,2011,459943,103495.4,86.653,86.57072
F,76,2012,460603,103217.7,88.05344,87.95393
F,76,2013,457987,102723.5,88.72738,88.62281
F,76,2014,441009,98459.11,88.11424,88.0051
F,77,2001,401008,106368.2,84.42828,84.43011
F,77,2002,413936,108259.2,86.22663,86.18883
F,77,2003,423213,106368.1,86.30968,86.26514
F,77,2004,430657,105153.7,86.85397,86.80263
F,77,2005,436399,105324.2,86.90369,86.84546
F,77,2006,441563,106814.7,87.0987,87.0332
F,77,2007,445998,107543.2,87.48026,87.39959
F,77,2008,451118,109110.7,87.07185,86.99174
F,77,2009,461942,109899.6,87.84499,87.75826
F,77,2010,461660,107155.0,87.67429,87.59396
F,77,2011,460006,106043.9,87.6959,87.59961
F,77,2012,460560,105788.7,87.57602,87.4716
F,77,2013,457964,105328.3,89.02847,88.91818
F,77,2014,440887,100934.4,88.56343,88.4474
F,78,2001,401080,108872.3,85.67291,85.64423
F,78,2002,414066,110838.8,84.7985,84.77609
F,78,2003,423098,108869.6,84.78748,84.75861
F,78,2004,430688,107591.7,85.84146,85.79208
F,78,2005,436388,107776.9,86.38647,86.32442
F,78,2006,441500,109296.8,86.76342,86.69176
F,78,2007,445978,110084.2,88.21439,88.12308
F,78,2008,451073,111733.7,88.31894,88.22781
F,78,2009,461926,112588.2,88.36401,88.27076
F,78,2010,461621,109738.1,87.53581,87.45082
F,78,2011,459984,108702.5,88.29375,88.18959
F,78,2012,460578,108482.2,88.72727,88.61758
F,78,2013,457990,108050.2,89.04164,88.92303
F,78,2014,440991,103515.8,88.37367,88.25057
F,79,2001,401046,111504.3,86.929,86.88264
F,79,2002,414043,113549.5,85.95216,85.90833
F,79,2003,423249,111497.4,87.21046,87.14843
F,79,2004,430733,110138.4,86.49913,86.43723
F,79,2005,436422,110327.2,85.87886,85.81735
F,79,2006,441544,111909.1,87.75663,87.67035
F,79,2007,445940,112763.5,86.92184,86.83352
F,79,2008,451209,114510.1,87.93591,87.83636
F,79,2009,461935,115442.1,88.72668,88.62469
F,79,2010,461688,112465.9,88.28311,88.188
F,79,2011,460028,111482.4,87.76412,87.65439
F,79,2012,460570,111309.3,87.9959,87.87772
F,79,2013,457997,110903.8,89.88329,89.76835
F,79,2014,440983,106215.3,88.91841,88.79009
F,80,2001,401065,114278.8,84.24152,84.23501
F,80,2002,414057,116416.1,86.2459,86.1896
F,80,2003,423242,114261.3,86.94127,86.87631
F,80,2004,430710,112806.6,87.01521,86.94544
F,80,2005,436405,112994.6,86.5025,86.43217
F,80,2006,441584,114666.8,86.32865,86.2489
F,80,2007,445989,115615.4,87.87921,87.77779
F,80,2008,451131,117467.8,87.67245,87.56914
