cz,czname,pop2000,stateabbrv,year,le_raceadj_q1_F,le_raceadj_q1_M,count_q1_F,count_q1_M
20500,Boston,4974945.0,MA,2006,82.0248,76.63803,132532,127406
20500,Boston,4974945.0,MA,2007,82.82978,78.57852,132311,128757
20500,Boston,4974945.0,MA,2008,83.67317,78.98672,133267,130539
20500,Boston,4974945.0,MA,2009,82.73238,77.9119,134623,132017
20500,Boston,4974945.0,MA,2010,84.4422,77.02844,134007,131816
20500,Boston,4974945.0,MA,2011,83.95742,79.07844,133805,130027
20500,Boston,4974945.0,MA,2012,83.37839,78.40549,134700,130045
20500,Boston,4974945.0,MA,2013,86.06271,78.52802,136199,132224
20500,Boston,4974945.0,MA,2014,85.24758,79.80999,136098,129621
20600,Manchester,1193391.0,NH,2001,79.04307,78.02235,33032,31274
20600,Manchester,1193391.0,NH,2002,80.7711,74.88415,33732,31244
20600,Manchester,1193391.0,NH,2003,87.27878,73.54468,34571,32182
20600,Manchester,1193391.0,NH,2004,85.21483,77.43945,35991,33599
20600,Manchester,1193391.0,NH,2005,82.5695,79.79289,37172,34741
20600,Manchester,1193391.0,NH,2006,82.27815,77.37466,37518,35262
20600,Manchester,1193391.0,NH,2007,83.3839,77.84013,37742,35732
20600,Manchester,1193391.0,NH,2008,83.88315,76.44754,38203,36300
20600,Manchester,1193391.0,NH,2009,82.51163,77.11905,38570,37043
20600,Manchester,1193391.0,NH,2010,80.75243,78.20618,38379,37055
20600,Manchester,1193391.0,NH,2011,84.67719,77.29225,37568,36491
20600,Manchester,1193391.0,NH,2012,82.8135,80.01479,37366,36280
20600,Manchester,1193391.0,NH,2013,86.38314,77.35559,37800,36918
20600,Manchester,1193391.0,NH,2014,82.10007,78.66293,37449,35849
20800,Springfield,680014.0,MA,2001,79.19164,75.28906,19999,18221
20800,Springfield,680014.0,MA,2002,80.33226,76.81728,20789,18881
20800,Springfield,680014.0,MA,2003,82.86008,74.82947,21310,19258
20800,Springfield,680014.0,MA,2004,84.46767,75.56278,21437,19391
20800,Springfield,680014.0,MA,2005,85.36105,79.08743,21744,19628
20800,Springfield,680014.0,MA,2006,85.04505,75.61079,22362,20122
20800,Springfield,680014.0,MA,2007,81.65517,77.16846,22480,20442
20800,Springfield,680014.0,MA,2008,81.78542,77.05349,22541,20907
20800,Springfield,680014.0,MA,2009,81.83894,77.30392,23097,21414
20800,Springfield,680014.0,MA,2010,85.84238,79.60037,22349,20830
20800,Springfield,680014.0,MA,2011,83.14597,79.49107,21862,20409
20800,Springfield,680014.0,MA,2012,85.91264,75.54135,21725,20359
20800,Springfield,680014.0,MA,2013,84.67547,78.6417,21830,20622
20800,Springfield,680014.0,MA,2014,83.38826,78.17969,21052,20301
20901,Bridgeport,3405565.0,CT,2001,80.99863,77.21798,77691,75422
20901,Bridgeport,3405565.0,CT,2002,81.47224,77.65053,80440,76907
20901,Bridgeport,3405565.0,CT,2003,81.49496,75.6815,83311,79305
20901,Bridgeport,3405565.0,CT,2004,81.75465,76.86555,85004,81413
20901,Bridgeport,3405565.0,CT,2005,82.40433,75.70592,87096,83190
20901,Bridgeport,3405565.0,CT,2006,81.86026,76.84105,89724,85367
20901,Bridgeport,3405565.0,CT,2007,83.01498,78.06297,89814,86165
20901,Bridgeport,3405565.0,CT,2008,85.10357,76.81857,90824,87705
20901,Bridgeport,3405565.0,CT,2009,81.60441,77.25212,92122,88461
20901,Bridgeport,3405565.0,CT,2010,85.10569,76.66759,91758,88589
20901,Bridgeport,3405565.0,CT,2011,84.69116,77.24645,92758,89970
20901,Bridgeport,3405565.0,CT,2012,83.88452,78.33006,92846,90023
20901,Bridgeport,3405565.0,CT,2013,84.04897,76.90453,93770,91267
20901,Bridgeport,3405565.0,CT,2014,82.56437,78.66053,94034,90439
21501,Minneapolis,2904389.0,MN,2001,78.62696,76.56104,54793,56869
21501,Minneapolis,2904389.0,MN,2002,80.64284,77.43483,56708,58783
21501,Minneapolis,2904389.0,MN,2003,81.99402,76.39592,58622,61037
21501,Minneapolis,2904389.0,MN,2004,80.41399,75.44386,60238,63338
21501,Minneapolis,2904389.0,MN,2005,83.00074,76.98644,62166,65424
21501,Minneapolis,2904389.0,MN,2006,80.76739,76.19909,64022,66945
21501,Minneapolis,2904389.0,MN,2007,83.75762,75.78391,64969,68654
21501,Minneapolis,2904389.0,MN,2008,83.06883,77.23317,67000,71000
21501,Minneapolis,2904389.0,MN,2009,79.64352,77.19683,68314,73319
21501,Minneapolis,2904389.0,MN,2010,79.61276,77.0704,69244,73751
21501,Minneapolis,2904389.0,MN,2011,82.6745,76.75124,70439,75226
21501,Minneapolis,2904389.0,MN,2012,82.87187,76.18164,71559,75699
21501,Minneapolis,2904389.0,MN,2013,82.28617,77.14316,71187,76001
21501,Minneapolis,2904389.0,MN,2014,80.96487,77.9452,72142,76516
23100,Madison,590755.0,WI,2001,78.22813,75.32002,12735,13497
23100,Madison,590755.0,WI,2002,79.49985,76.49803,13372,14300
23100,Madison,590755.0,WI,2003,80.49925,75.04575,13769,14671
23100,Madison,590755.0,WI,2004,82.4392,77.11378,14176,15083
23100,Madison,590755.0,WI,2005,80.18586,77.64408,14314,15186
23100,Madison,590755.0,WI,2006,81.30775,77.72189,14540,15633
23100,Madison,590755.0,WI,2007,83.94354,78.68756,14985,16091
23100,Madison,590755.0,WI,2008,84.22572,74.34943,15120,16411
23100,Madison,590755.0,WI,2009,80.37366,78.82494,15529,16774
23100,Madison,590755.0,WI,2010,84.1526,77.42027,15898,17016
23100,Madison,590755.0,WI,2011,81.65955,75.23013,16003,17302
23100,Madison,590755.0,WI,2012,82.54236,80.65945,15588,16887
23100,Madison,590755.0,WI,2013,81.03651,75.10928,15536,16942
23100,Madison,590755.0,WI,2014,85.20197,76.6071,15422,17002
24100,Milwaukee,1660659.0,WI,2001,79.71094,74.64307,40831,38267
24100,Milwaukee,1660659.0,WI,2002,82.24086,73.19167,42772,39728
24100,Milwaukee,1660659.0,WI,2003,81.49212,76.87022,43458,41114
24100,Milwaukee,1660659.0,WI,2004,81.93061,75.93916,44296,42618
24100,Milwaukee,1660659.0,WI,2005,81.74107,76.10918,44484,42411
24100,Milwaukee,1660659.0,WI,2006,81.96421,78.62312,45916,43812
24100,Milwaukee,1660659.0,WI,2007,81.10284,76.02866,46690,44529
24100,Milwaukee,1660659.0,WI,2008,79.50021,76.92955,47340,45500
24100,Milwaukee,1660659.0,WI,2009,82.57717,74.4053,48479,46382
24100,Milwaukee,1660659.0,WI,2010,82.29145,74.66182,48990,46721
24100,Milwaukee,1660659.0,WI,2011,81.64132,75.90968,49959,47973
24100,Milwaukee,1660659.0,WI,2012,79.79576,76.1402,49174,47864
24100,Milwaukee,1660659.0,WI,2013,81.02376,75.98774,49274,48008
24100,Milwaukee,1660659.0,WI,2014,82.53635,75.88573,48586,47349
24300,Chicago,8183799.0,IL,2001,81.09939,77.48263,219473,210309
24300,Chicago,8183799.0,IL,2002,82.85255,76.11027,228344,218662
24300,Chicago,8183799.0,IL,2003,83.10326,76.25384,234157,225361
24300,Chicago,8183799.0,IL,2004,82.18956,77.49362,239105,228348
24300,Chicago,8183799.0,IL,2005,82.44888,76.42155,241949,229372
24300,Chicago,8183799.0,IL,2006,83.70954,77.66795,246502,235565
24300,Chicago,8183799.0,IL,2007,83.32042,78.42408,250027,238916
24300,Chicago,8183799.0,IL,2008,83.13406,77.25924,252857,241221
24300,Chicago,8183799.0,IL,2009,82.26472,77.24343,254622,242672
24300,Chicago,8183799.0,IL,2010,84.03345,78.72988,259356,245728
24300,Chicago,8183799.0,IL,2011,83.60575,78.56152,262082,247880
24300,Chicago,8183799.0,IL,2012,83.21071,77.77016,264073,249164
24300,Chicago,8183799.0,IL,2013,83.91666,77.95423,266954,252984
24300,Chicago,8183799.0,IL,2014,83.30075,79.28526,259840,244694
24400,Rockford,622573.0,IL,2001,83.22337,74.19835,16957,15026
24400,Rockford,622573.0,IL,2002,78.87212,73.20823,17815,15830
24400,Rockford,622573.0,IL,2003,82.09766,73.89112,18843,17153
24400,Rockford,622573.0,IL,2004,82.25247,73.77194,19723,17800
24400,Rockford,622573.0,IL,2005,79.85647,75.80768,20191,18160
24400,Rockford,622573.0,IL,2006,85.55579,74.88143,20644,18574
24400,Rockford,622573.0,IL,2007,81.22617,77.03283,21025,18869
24400,Rockford,622573.0,IL,2008,81.66449,76.29749,21481,19252
24400,Rockford,622573.0,IL,2009,79.87218,75.00903,21622,19589
24400,Rockford,622573.0,IL,2010,85.95675,76.38035,21653,19588
24400,Rockford,622573.0,IL,2011,83.44344,75.78844,21900,20148
24400,Rockford,622573.0,IL,2012,79.87799,72.58431,21404,19629
24400,Rockford,622573.0,IL,2013,80.11386,72.80796,21155,19550
24400,Rockford,622573.0,IL,2014,80.93179,77.22267,20683,19268
24701,St. Louis,2325609.0,MO,2001,80.55902,73.94672,69719,59971
24701,St. Louis,2325609.0,MO,2002,81.43324,72.93192,72536,63063
24701,St. Louis,2325609.0,MO,2003,78.58909,74.59859,73439,64083
24701,St. Louis,2325609.0,MO,2004,81.92236,74.93049,74708,65521
24701,St. Louis,2325609.0,MO,2005,80.45488,75.03024,75980,66467
24701,St. Louis,2325609.0,MO,2006,80.98608,75.10415,77668,68678
24701,St. Louis,2325609.0,MO,2007,82.11984,75.62553,78449,69508
24701,St. Louis,2325609.0,MO,2008,80.12865,74.85706,79626,70990
24701,St. Louis,2325609.0,MO,2009,80.51803,74.55352,80807,72427
24701,St. Louis,2325609.0,MO,2010,81.58365,75.74183,81036,72939
24701,St. Louis,2325609.0,MO,2011,80.0284,75.00783,80446,72690
24701,St. Louis,2325609.0,MO,2012,81.7989,75.78532,81717,73574
24701,St. Louis,2325609.0,MO,2013,82.69325,77.54501,82153,75324
24701,St. Louis,2325609.0,MO,2014,80.47129,75.43256,80923,75315
27501,Des Moines,595842.0,IA,2001,81.96521,76.46059,14262,13846
27501,Des Moines,595842.0,IA,2002,81.57058,74.74893,14832,14528
27501,Des Moines,595842.0,IA,2003,78.6496,76.92458,15095,14757
27501,Des Moines,595842.0,IA,2004,83.95299,75.6966,15109,15086
27501,Des Moines,595842.0,IA,2005,81.79956,73.99778,15335,15076
27501,Des Moines,595842.0,IA,2006,82.83926,71.57618,15563,15476
27501,Des Moines,595842.0,IA,2007,82.2684,76.49392,15767,15799
27501,Des Moines,595842.0,IA,2008,83.52982,74.21314,16336,16248
27501,Des Moines,595842.0,IA,2009,81.08404,74.81055,16499,16781
27501,Des Moines,595842.0,IA,2010,81.16978,77.57764,16557,16570
27501,Des Moines,595842.0,IA,2011,84.63371,76.02039,16389,16616
27501,Des Moines,595842.0,IA,2012,77.18041,77.01644,16151,16627
27501,Des Moines,595842.0,IA,2013,79.53906,75.11411,16511,16985
27501,Des Moines,595842.0,IA,2014,78.40408,73.2661,16177,16777
28202,Omaha,803201.0,NE,2001,80.76077,73.81418,21076,20450
28202,Omaha,803201.0,NE,2002,81.83677,74.93941,21884,21409
28202,Omaha,803201.0,NE,2003,82.1164,73.64999,22604,22288
28202,Omaha,803201.0,NE,2004,78.88612,75.44065,23280,22820
28202,Omaha,803201.0,NE,2005,84.17957,76.97892,23298,23044
28202,Omaha,803201.0,NE,2006,78.47042,73.98707,23543,23495
28202,Omaha,803201.0,NE,2007,79.86781,78.3929,24014,24090
28202,Omaha,803201.0,NE,2008,81.43047,75.42638,24290,24316
28202,Omaha,803201.0,NE,2009,83.66726,78.25113,24551,24723
28202,Omaha,803201.0,NE,2010,84.26444,76.27876,24548,24213
28202,Omaha,803201.0,NE,2011,78.36259,76.34921,23958,23650
28202,Omaha,803201.0,NE,2012,81.50018,74.77623,24281,23927
28202,Omaha,803201.0,NE,2013,80.73974,76.68811,24444,24676
28202,Omaha,803201.0,NE,2014,80.95956,73.36938,23626,24592
28900,Denver,2449044.0,CO,2001,83.66594,78.38252,62077,67825
28900,Denver,2449044.0,CO,2002,79.47225,77.29102,62449,68399
28900,Denver,2449044.0,CO,2003,80.3041,78.81442,63639,69315
28900,Denver,2449044.0,CO,2004,82.96909,77.51827,66213,72384
28900,Denver,2449044.0,CO,2005,81.49944,77.03907,68627,74765
28900,Denver,2449044.0,CO,2006,83.71535,77.72774,70252,76507
28900,Denver,2449044.0,CO,2007,85.66656,76.36805,71678,77875
28900,Denver,2449044.0,CO,2008,84.32337,78.42056,72715,79093
28900,Denver,2449044.0,CO,2009,80.19196,78.29554,72835,79427
28900,Denver,2449044.0,CO,2010,81.72198,77.72639,74370,81074
28900,Denver,2449044.0,CO,2011,83.04932,77.37092,74907,80983
28900,Denver,2449044.0,CO,2012,84.16073,79.34099,75623,81717
28900,Denver,2449044.0,CO,2013,82.50935,78.64043,77377,85206
28900,Denver,2449044.0,CO,2014,85.18267,78.22744,77507,83680
29502,Kansas City,1762873.0,MO,2001,81.0028,74.36761,49132,45694
29502,Kansas City,1762873.0,MO,2002,82.30891,74.69315,51268,47922
29502,Kansas City,1762873.0,MO,2003,80.12056,74.96835,52370,49251
29502,Kansas City,1762873.0,MO,2004,80.84388,75.98528,53773,50546
29502,Kansas City,1762873.0,MO,2005,82.98546,75.78395,54778,51279
29502,Kansas City,1762873.0,MO,2006,81.07795,76.86625,55790,52538
29502,Kansas City,1762873.0,MO,2007,81.50378,76.72294,56544,53188
29502,Kansas City,1762873.0,MO,2008,80.9333,75.5363,56834,54108
29502,Kansas City,1762873.0,MO,2009,80.55118,74.87845,57276,54861
29502,Kansas City,1762873.0,MO,2010,80.4576,76.3613,57544,54870
29502,Kansas City,1762873.0,MO,2011,80.4586,76.73248,56821,53976
29502,Kansas City,1762873.0,MO,2012,81.91496,75.51437,57746,55086
29502,Kansas City,1762873.0,MO,2013,81.86508,77.53819,58340,56460
29502,Kansas City,1762873.0,MO,2014,81.73048,75.62451,57920,55904
30402,Tulsa,921246.0,OK,2001,81.38525,73.9958,35746,32042
30402,Tulsa,921246.0,OK,2002,79.54994,77.08478,37126,33020
30402,Tulsa,921246.0,OK,2003,78.51837,77.25192,36979,32693
30402,Tulsa,921246.0,OK,2004,83.51379,76.94164,37760,33803
30402,Tulsa,921246.0,OK,2005,80.21255,74.47337,38302,34014
30402,Tulsa,921246.0,OK,2006,80.26759,74.00247,38636,34553
30402,Tulsa,921246.0,OK,2007,82.31172,77.16602,38344,34559
30402,Tulsa,921246.0,OK,2008,80.18178,74.49055,38115,34417
30402,Tulsa,921246.0,OK,2009,79.65629,74.21396,38610,34831
30402,Tulsa,921246.0,OK,2010,81.0817,74.67352,37228,33080
30402,Tulsa,921246.0,OK,2011,81.63248,76.62428,36861,32822
30402,Tulsa,921246.0,OK,2012,82.46571,75.30671,36414,32991
30402,Tulsa,921246.0,OK,2013,78.62349,76.35162,35956,33158
30402,Tulsa,921246.0,OK,2014,81.17672,74.95755,35070,32184
30601,El Paso,857648.0,TX,2001,81.49152,78.13352,49874,47076
30601,El Paso,857648.0,TX,2002,83.32263,80.86486,51786,48216
30601,El Paso,857648.0,TX,2003,83.16662,73.37432,53196,49046
30601,El Paso,857648.0,TX,2004,83.29869,76.5185,54338,49600
30601,El Paso,857648.0,TX,2005,80.60215,79.61703,54738,49675
30601,El Paso,857648.0,TX,2006,83.41081,77.40347,55929,50388
30601,El Paso,857648.0,TX,2007,81.98554,76.86223,56746,50957
30601,El Paso,857648.0,TX,2008,83.47576,77.28324,57486,51320
30601,El Paso,857648.0,TX,2009,83.29984,75.14204,58955,52154
30601,El Paso,857648.0,TX,2010,81.90807,79.23576,57714,50596
30601,El Paso,857648.0,TX,2011,83.86863,76.23511,56366,48959
30601,El Paso,857648.0,TX,2012,82.57254,74.97301,55964,48193
30601,El Paso,857648.0,TX,2013,85.07266,77.34242,56200,49262
30601,El Paso,857648.0,TX,2014,81.75185,77.62364,53466,47176
31201,Austin,1298076.0,TX,2001,84.28279,76.41621,34785,36472
31201,Austin,1298076.0,TX,2002,84.15911,76.18736,35839,37358
31201,Austin,1298076.0,TX,2003,82.5526,77.19806,37133,39047
31201,Austin,1298076.0,TX,2004,81.90336,78.47767,39151,41339
31201,Austin,1298076.0,TX,2005,84.24898,76.15194,41255,42988
31201,Austin,1298076.0,TX,2006,82.77512,78.23037,43619,44657
31201,Austin,1298076.0,TX,2007,84.09171,78.33433,44707,45913
31201,Austin,1298076.0,TX,2008,84.34839,77.03773,45634,46714
31201,Austin,1298076.0,TX,2009,80.49533,77.18424,46985,48299
31201,Austin,1298076.0,TX,2010,81.07885,76.94907,48233,49189
31201,Austin,1298076.0,TX,2011,81.23209,76.41093,48882,49598
31201,Austin,1298076.0,TX,2012,80.54112,79.05517,49745,50347
31201,Austin,1298076.0,TX,2013,85.23895,75.77084,51688,53582
31201,Austin,1298076.0,TX,2014,83.43904,77.28811,53226,53335
31301,San Antonio,1724863.0,TX,2001,78.74242,76.02063,71301,65596
31301,San Antonio,1724863.0,TX,2002,80.66098,73.72546,74901,68340
31301,San Antonio,1724863.0,TX,2003,81.77941,75.09358,77014,69759
31301,San Antonio,1724863.0,TX,2004,81.77474,75.69772,78583,71536
31301,San Antonio,1724863.0,TX,2005,82.83624,74.75721,79872,72821
31301,San Antonio,1724863.0,TX,2006,78.96862,76.55949,82733,75073
31301,San Antonio,1724863.0,TX,2007,80.17866,76.62734,85015,77157
31301,San Antonio,1724863.0,TX,2008,82.42368,75.92338,86356,78381
31301,San Antonio,1724863.0,TX,2009,80.88609,74.59712,89157,81363
31301,San Antonio,1724863.0,TX,2010,82.65465,76.61109,88734,80033
31301,San Antonio,1724863.0,TX,2011,80.98544,74.96549,87470,78259
31301,San Antonio,1724863.0,TX,2012,81.35343,74.4411,87319,77999
31301,San Antonio,1724863.0,TX,2013,82.81315,76.4028,87991,80321
31301,San Antonio,1724863.0,TX,2014,82.78803,75.3671,85743,78074
31600,Brownsville,978369.0,TX,2001,81.20847,78.77704,58038,56359
31600,Brownsville,978369.0,TX,2002,80.08315,78.1785,60295,57874
31600,Brownsville,978369.0,TX,2003,80.17637,77.41552,63035,58935
31600,Brownsville,978369.0,TX,2004,82.84615,76.65616,64518,59776
31600,Brownsville,978369.0,TX,2005,82.65364,76.77257,66388,60317
31600,Brownsville,978369.0,TX,2006,83.80723,76.69727,69133,62650
31600,Brownsville,978369.0,TX,2007,82.29848,77.90855,70836,63368
31600,Brownsville,978369.0,TX,2008,86.52624,79.09145,71911,63665
31600,Brownsville,978369.0,TX,2009,83.28577,75.63421,73622,64476
31600,Brownsville,978369.0,TX,2010,82.26717,74.93427,72974,63351
31600,Brownsville,978369.0,TX,2011,84.84407,75.58692,72877,62493
31600,Brownsville,978369.0,TX,2012,81.64928,75.13666,72631,61794
31600,Brownsville,978369.0,TX,2013,85.52935,76.50333,73176,62575
31600,Brownsville,978369.0,TX,2014,84.7688,77.42488,69784,59647
32000,Houston,4504013.0,TX,2001,81.49014,75.69963,155817,152159
32000,Houston,4504013.0,TX,2002,82.35553,75.28853,163943,157278
32000,Houston,4504013.0,TX,2003,81.56775,77.1721,167913,160352
32000,Houston,4504013.0,TX,2004,81.519,75.44251,174175,165368
32000,Houston,4504013.0,TX,2005,82.44672,75.76352,178885,168242
32000,Houston,4504013.0,TX,2006,83.00298,78.05813,187127,175040
32000,Houston,4504013.0,TX,2007,83.32253,76.69643,194382,178991
32000,Houston,4504013.0,TX,2008,82.62337,76.83419,195941,178390
32000,Houston,4504013.0,TX,2009,82.47422,76.76941,197995,177933
32000,Houston,4504013.0,TX,2010,83.59283,76.74582,199022,177205
32000,Houston,4504013.0,TX,2011,83.40495,76.9959,202668,179271
32000,Houston,4504013.0,TX,2012,81.1722,76.70069,208288,183578
32000,Houston,4504013.0,TX,2013,82.44296,75.56469,211361,187187
32000,Houston,4504013.0,TX,2014,83.54214,77.31992,206108,176319
33000,Fort Worth,1804370.0,TX,2001,79.72876,75.83727,56650,54540
33000,Fort Worth,1804370.0,TX,2002,81.04949,74.99521,59477,56471
33000,Fort Worth,1804370.0,TX,2003,81.68883,76.61742,60376,57412
33000,Fort Worth,1804370.0,TX,2004,81.96026,74.54405,63017,60014
33000,Fort Worth,1804370.0,TX,2005,79.57978,74.17753,64441,61762
33000,Fort Worth,1804370.0,TX,2006,83.5493,74.13655,66932,62981
33000,Fort Worth,1804370.0,TX,2007,82.31651,77.07729,69224,65276
33000,Fort Worth,1804370.0,TX,2008,81.6279,76.00533,70720,65744
33000,Fort Worth,1804370.0,TX,2009,80.67046,73.71724,72417,66752
33000,Fort Worth,1804370.0,TX,2010,82.22095,75.90653,71229,64855
33000,Fort Worth,1804370.0,TX,2011,84.09602,74.52096,73503,67308
33000,Fort Worth,1804370.0,TX,2012,82.51439,76.21104,74501,67699
33000,Fort Worth,1804370.0,TX,2013,78.72271,75.76242,76093,69305
33000,Fort Worth,1804370.0,TX,2014,82.08483,76.39784,75948,67663
33100,Dallas,3405666.0,TX,2001,79.62987,76.21468,100269,102919
33100,Dallas,3405666.0,TX,2002,80.16374,74.84299,104965,106087
33100,Dallas,3405666.0,TX,2003,82.8887,77.97343,108380,110240
33100,Dallas,3405666.0,TX,2004,81.42348,76.90585,112798,114785
33100,Dallas,3405666.0,TX,2005,82.65881,78.74994,116659,117749
33100,Dallas,3405666.0,TX,2006,83.62834,77.46559,121628,121239
33100,Dallas,3405666.0,TX,2007,82.72701,76.0433,125308,124595
33100,Dallas,3405666.0,TX,2008,82.0303,76.86652,128274,127027
33100,Dallas,3405666.0,TX,2009,81.92999,77.05629,130855,128983
33100,Dallas,3405666.0,TX,2010,82.06035,77.79101,133508,130006
33100,Dallas,3405666.0,TX,2011,83.87881,77.20606,135856,130728
33100,Dallas,3405666.0,TX,2012,83.40865,78.62016,140404,134799
33100,Dallas,3405666.0,TX,2013,82.29237,76.46098,143110,137872
33100,Dallas,3405666.0,TX,2014,83.55825,78.12346,142127,133553
33803,Oklahoma City,1154246.0,OK,2001,83.04531,74.18885,43594,39209
33803,Oklahoma City,1154246.0,OK,2002,81.60738,74.22415,45269,40598
33803,Oklahoma City,1154246.0,OK,2003,80.5178,76.36631,45280,40636
33803,Oklahoma City,1154246.0,OK,2004,81.05333,72.51665,46004,41550
33803,Oklahoma City,1154246.0,OK,2005,78.51657,74.38426,46630,42195
33803,Oklahoma City,1154246.0,OK,2006,80.92315,74.52991,47041,42473
33803,Oklahoma City,1154246.0,OK,2007,79.67499,76.41545,46838,42518
33803,Oklahoma City,1154246.0,OK,2008,80.69611,76.40016,46980,42722
33803,Oklahoma City,1154246.0,OK,2009,79.94245,74.68717,47242,43082
33803,Oklahoma City,1154246.0,OK,2010,80.12512,75.2743,46393,42366
33803,Oklahoma City,1154246.0,OK,2011,78.64495,75.63513,45558,41706
33803,Oklahoma City,1154246.0,OK,2012,81.05556,74.01183,45409,41342
33803,Oklahoma City,1154246.0,OK,2013,79.81178,74.25381,45202,42172
33803,Oklahoma City,1154246.0,OK,2014,81.57246,74.87031,44274,41108
34701,Honolulu,876156.0,HI,2001,76.91833,77.6134,24811,24574
34701,Honolulu,876156.0,HI,2002,81.58426,73.09106,26520,26259
34701,Honolulu,876156.0,HI,2003,80.7797,77.31744,27862,27098
34701,Honolulu,876156.0,HI,2004,79.30202,74.71339,28023,27657
34701,Honolulu,876156.0,HI,2005,78.84424,76.31179,28062,27319
34701,Honolulu,876156.0,HI,2006,81.09585,72.62585,28865,28396
34701,Honolulu,876156.0,HI,2007,82.09246,76.36265,28367,27847
34701,Honolulu,876156.0,HI,2008,82.68076,77.63112,28565,28332
34701,Honolulu,876156.0,HI,2009,80.62628,76.09565,28428,28495
34701,Honolulu,876156.0,HI,2010,81.20213,78.42827,28165,28160
34701,Honolulu,876156.0,HI,2011,87.06103,74.73154,27632,27269
34701,Honolulu,876156.0,HI,2012,80.04247,76.39411,28214,27681
34701,Honolulu,876156.0,HI,2013,84.86911,75.79791,28365,28750
34701,Honolulu,876156.0,HI,2014,82.79115,75.62946,27444,28385
34901,Albuquerque,755244.0,NM,2001,84.54188,77.93198,29279,28097
34901,Albuquerque,755244.0,NM,2002,82.97841,77.55659,30487,28778
34901,Albuquerque,755244.0,NM,2003,80.39037,77.47567,31152,29345
34901,Albuquerque,755244.0,NM,2004,80.98247,76.87838,34202,32776
34901,Albuquerque,755244.0,NM,2005,79.19843,78.17403,31814,29802
34901,Albuquerque,755244.0,NM,2006,82.02918,77.68768,32506,30977
34901,Albuquerque,755244.0,NM,2007,82.27721,75.94663,33313,31455
34901,Albuquerque,755244.0,NM,2008,81.44426,78.46221,33781,31655
34901,Albuquerque,755244.0,NM,2009,82.84364,74.30356,34386,32640
34901,Albuquerque,755244.0,NM,2010,81.93826,77.97077,34262,32345
34901,Albuquerque,755244.0,NM,2011,81.03015,77.89989,33093,31066
34901,Albuquerque,755244.0,NM,2012,81.58378,75.38331,32830,31140
34901,Albuquerque,755244.0,NM,2013,83.58516,74.81184,32557,31664
34901,Albuquerque,755244.0,NM,2014,81.10339,77.31411,31600,30863
35001,Phoenix,3303211.0,AZ,2001,81.71946,77.30809,92675,96803
35001,Phoenix,3303211.0,AZ,2002,80.63359,77.64687,96930,100607
35001,Phoenix,3303211.0,AZ,2003,82.33559,77.63474,100733,104618
35001,Phoenix,3303211.0,AZ,2004,81.63179,77.84859,105636,109722
35001,Phoenix,3303211.0,AZ,2005,82.70827,78.09687,107277,111114
35001,Phoenix,3303211.0,AZ,2006,81.22055,76.49874,110133,114824
35001,Phoenix,3303211.0,AZ,2007,83.45139,77.64795,111567,116304
35001,Phoenix,3303211.0,AZ,2008,80.63308,75.81763,114237,118618
35001,Phoenix,3303211.0,AZ,2009,83.49734,75.76934,116705,121882
35001,Phoenix,3303211.0,AZ,2010,83.48716,77.73141,121180,126681
35001,Phoenix,3303211.0,AZ,2011,84.25454,79.11486,126469,131632
35001,Phoenix,3303211.0,AZ,2012,82.17375,77.00355,130740,135072
35001,Phoenix,3303211.0,AZ,2013,82.91717,76.94198,132029,137448
35001,Phoenix,3303211.0,AZ,2014,83.26256,78.40219,128262,132578
35100,Tucson,999882.0,AZ,2001,81.25426,76.45069,39041,37595
35100,Tucson,999882.0,AZ,2002,85.54317,78.50483,40391,38810
35100,Tucson,999882.0,AZ,2003,79.98428,78.76762,41880,39875
35100,Tucson,999882.0,AZ,2004,84.73069,78.85453,42757,40411
35100,Tucson,999882.0,AZ,2005,84.08616,74.49654,42688,40636
35100,Tucson,999882.0,AZ,2006,85.80558,78.20457,43015,41464
35100,Tucson,999882.0,AZ,2007,85.38172,78.2878,43335,41747
35100,Tucson,999882.0,AZ,2008,81.304,78.51333,43586,41756
35100,Tucson,999882.0,AZ,2009,81.43842,76.5034,44984,42872
35100,Tucson,999882.0,AZ,2010,84.68394,77.31085,44436,42409
35100,Tucson,999882.0,AZ,2011,81.1157,79.19642,45053,42880
35100,Tucson,999882.0,AZ,2012,82.48115,75.61042,44984,42544
35100,Tucson,999882.0,AZ,2013,80.99643,76.32871,44929,43434
35100,Tucson,999882.0,AZ,2014,84.0873,76.90055,43306,41850
36100,Salt Lake City,1426729.0,UT,2001,81.42354,74.85164,30363,30656
36100,Salt Lake City,1426729.0,UT,2002,81.11421,77.13838,31816,31951
36100,Salt Lake City,1426729.0,UT,2003,82.6279,75.28281,33005,32950
36100,Salt Lake City,1426729.0,UT,2004,80.00312,77.38884,34173,34263
36100,Salt Lake City,1426729.0,UT,2005,84.00519,79.87854,35269,35323
36100,Salt Lake City,1426729.0,UT,2006,82.66304,76.92467,35698,36220
36100,Salt Lake City,1426729.0,UT,2007,84.11176,76.29184,36644,36923
36100,Salt Lake City,1426729.0,UT,2008,82.43388,77.49342,36832,36707
36100,Salt Lake City,1426729.0,UT,2009,82.21243,77.12059,36966,37342
36100,Salt Lake City,1426729.0,UT,2010,83.1944,77.53879,37937,38507
