cz,czname,pop2000,stateabbrv,year,le_raceadj_q1_F,le_raceadj_q1_M,count_q1_F,count_q1_M
36100,Salt Lake City,1426729.0,UT,2011,82.95458,75.68868,38318,39351
36100,Salt Lake City,1426729.0,UT,2012,84.61502,78.35764,39175,39753
36100,Salt Lake City,1426729.0,UT,2013,83.98341,78.0552,39385,40576
36100,Salt Lake City,1426729.0,UT,2014,82.35043,78.15769,40476,40585
37000,Modesto,729182.0,CA,2001,80.49076,79.65185,27733,27734
37000,Modesto,729182.0,CA,2002,83.21155,77.53519,28813,28845
37000,Modesto,729182.0,CA,2003,80.80387,78.36134,29549,29152
37000,Modesto,729182.0,CA,2004,83.38938,80.20364,29587,28691
37000,Modesto,729182.0,CA,2005,83.53146,76.14615,29053,28072
37000,Modesto,729182.0,CA,2006,82.01192,80.11604,29330,28617
37000,Modesto,729182.0,CA,2007,80.50777,77.87789,29483,28377
37000,Modesto,729182.0,CA,2008,84.33673,79.96282,30042,29371
37000,Modesto,729182.0,CA,2009,83.90847,76.33312,30540,29499
37000,Modesto,729182.0,CA,2010,83.82355,76.04246,30427,29480
37000,Modesto,729182.0,CA,2011,86.24149,78.21442,31137,30409
37000,Modesto,729182.0,CA,2012,80.31478,77.92928,30761,29922
37000,Modesto,729182.0,CA,2013,81.61125,80.66744,30918,30226
37000,Modesto,729182.0,CA,2014,84.92509,77.76421,29436,28328
37100,Bakersfield,661645.0,CA,2001,85.71124,78.11271,25030,25975
37100,Bakersfield,661645.0,CA,2002,81.62476,78.3403,26235,26975
37100,Bakersfield,661645.0,CA,2003,81.29621,78.31197,26996,27165
37100,Bakersfield,661645.0,CA,2004,82.43967,77.69865,27385,27473
37100,Bakersfield,661645.0,CA,2005,80.83948,75.93704,27741,27652
37100,Bakersfield,661645.0,CA,2006,84.59049,75.33729,28621,28427
37100,Bakersfield,661645.0,CA,2007,81.85751,73.62706,29103,28661
37100,Bakersfield,661645.0,CA,2008,81.27622,76.40112,29847,29265
37100,Bakersfield,661645.0,CA,2009,80.91728,75.59794,30394,29860
37100,Bakersfield,661645.0,CA,2010,83.94204,75.44109,29854,29348
37100,Bakersfield,661645.0,CA,2011,83.95235,75.64902,29990,29451
37100,Bakersfield,661645.0,CA,2012,77.80871,75.58617,29956,29358
37100,Bakersfield,661645.0,CA,2013,82.29665,74.89319,29964,28832
37100,Bakersfield,661645.0,CA,2014,85.70464,76.38977,28189,26996
37200,Fresno,1419998.0,CA,2001,82.12341,76.55357,55515,63716
37200,Fresno,1419998.0,CA,2002,82.67381,76.9162,57591,65220
37200,Fresno,1419998.0,CA,2003,82.84095,78.33965,59549,66258
37200,Fresno,1419998.0,CA,2004,80.50388,77.62867,59321,64821
37200,Fresno,1419998.0,CA,2005,81.71848,79.14803,58400,63905
37200,Fresno,1419998.0,CA,2006,81.44376,76.83215,59755,64528
37200,Fresno,1419998.0,CA,2007,85.12817,79.96124,59515,64272
37200,Fresno,1419998.0,CA,2008,81.23926,78.86363,60602,65295
37200,Fresno,1419998.0,CA,2009,81.29049,79.16486,61024,65690
37200,Fresno,1419998.0,CA,2010,81.15633,77.38133,60995,64945
37200,Fresno,1419998.0,CA,2011,81.76649,78.26955,61557,65544
37200,Fresno,1419998.0,CA,2012,85.53536,76.95207,59978,63423
37200,Fresno,1419998.0,CA,2013,82.82246,77.90034,60034,63398
37200,Fresno,1419998.0,CA,2014,84.97152,80.84164,57751,60929
37400,Sacramento,2570609.0,CA,2001,81.79977,75.99017,80467,81338
37400,Sacramento,2570609.0,CA,2002,79.45361,77.33186,84603,84476
37400,Sacramento,2570609.0,CA,2003,83.58275,75.89771,86469,85939
37400,Sacramento,2570609.0,CA,2004,80.4599,76.93633,87639,87283
37400,Sacramento,2570609.0,CA,2005,81.07108,79.09865,88248,87423
37400,Sacramento,2570609.0,CA,2006,81.43211,78.03848,89900,89428
37400,Sacramento,2570609.0,CA,2007,81.6306,76.69413,90514,90082
37400,Sacramento,2570609.0,CA,2008,80.63409,77.06203,92284,92094
37400,Sacramento,2570609.0,CA,2009,82.98734,77.74979,95082,94906
37400,Sacramento,2570609.0,CA,2010,82.38207,78.478,94775,95470
37400,Sacramento,2570609.0,CA,2011,83.04176,78.52968,96631,97345
37400,Sacramento,2570609.0,CA,2012,83.60037,77.69831,97935,98555
37400,Sacramento,2570609.0,CA,2013,81.65836,78.42159,98899,99641
37400,Sacramento,2570609.0,CA,2014,84.85456,80.12301,94513,93996
37500,San Jose,2393183.0,CA,2001,83.92484,79.0864,60252,66912
37500,San Jose,2393183.0,CA,2002,85.04482,77.08431,57901,64003
37500,San Jose,2393183.0,CA,2003,83.68359,80.30721,59920,65380
37500,San Jose,2393183.0,CA,2004,83.55936,80.17542,64209,69878
37500,San Jose,2393183.0,CA,2005,85.01994,80.07352,65077,70799
37500,San Jose,2393183.0,CA,2006,85.77773,79.18884,65573,70537
37500,San Jose,2393183.0,CA,2007,81.26182,80.6198,65245,70165
37500,San Jose,2393183.0,CA,2008,83.63494,80.08973,64705,69271
37500,San Jose,2393183.0,CA,2009,83.1088,79.2067,65520,69383
37500,San Jose,2393183.0,CA,2010,84.41798,80.64297,66531,70454
37500,San Jose,2393183.0,CA,2011,86.24978,78.49122,69097,72432
37500,San Jose,2393183.0,CA,2012,83.63211,79.3087,68610,71249
37500,San Jose,2393183.0,CA,2013,86.29116,79.57231,67843,69905
37500,San Jose,2393183.0,CA,2014,82.97572,82.44327,65442,66462
37700,Santa Rosa,603188.0,CA,2001,78.58952,78.51624,21929,21686
37700,Santa Rosa,603188.0,CA,2002,81.85144,79.63432,21737,21495
37700,Santa Rosa,603188.0,CA,2003,87.28506,79.93385,22214,21688
37700,Santa Rosa,603188.0,CA,2004,82.05355,80.77746,22587,21971
37700,Santa Rosa,603188.0,CA,2005,85.0588,79.75242,22601,21707
37700,Santa Rosa,603188.0,CA,2006,84.01777,77.07703,22725,21957
37700,Santa Rosa,603188.0,CA,2007,85.28286,81.65997,22237,21493
37700,Santa Rosa,603188.0,CA,2008,83.47942,76.71265,21971,21370
37700,Santa Rosa,603188.0,CA,2009,82.68627,77.46726,21980,21417
37700,Santa Rosa,603188.0,CA,2010,80.8882,78.50105,22125,21483
37700,Santa Rosa,603188.0,CA,2011,84.64332,81.55424,22360,21322
37700,Santa Rosa,603188.0,CA,2012,86.07237,81.33817,21896,20898
37700,Santa Rosa,603188.0,CA,2013,83.15392,80.67172,21736,20961
37700,Santa Rosa,603188.0,CA,2014,82.47491,78.91893,20734,19363
37800,San Francisco,4642561.0,CA,2001,81.98398,77.45999,124861,132436
37800,San Francisco,4642561.0,CA,2002,82.9358,76.28934,122478,129867
37800,San Francisco,4642561.0,CA,2003,83.0976,78.62914,125396,131667
37800,San Francisco,4642561.0,CA,2004,82.79938,78.96239,130318,137061
37800,San Francisco,4642561.0,CA,2005,83.50314,78.56089,131988,137637
37800,San Francisco,4642561.0,CA,2006,84.05584,78.92244,133869,139027
37800,San Francisco,4642561.0,CA,2007,81.89297,78.76183,133947,138321
37800,San Francisco,4642561.0,CA,2008,84.40455,78.8353,133737,138650
37800,San Francisco,4642561.0,CA,2009,85.37224,78.29836,134515,139093
37800,San Francisco,4642561.0,CA,2010,82.99344,79.76581,137296,141290
37800,San Francisco,4642561.0,CA,2011,83.5918,78.20587,140123,143536
37800,San Francisco,4642561.0,CA,2012,84.44441,79.6749,141368,145344
37800,San Francisco,4642561.0,CA,2013,84.05332,79.99391,141426,144965
37800,San Francisco,4642561.0,CA,2014,83.23028,79.69261,135926,136095
37901,Las Vegas,1568418.0,NV,2001,80.17226,75.41846,58125,64048
37901,Las Vegas,1568418.0,NV,2002,80.59801,75.72295,62916,68721
37901,Las Vegas,1568418.0,NV,2003,79.11813,73.87896,66421,71928
37901,Las Vegas,1568418.0,NV,2004,82.00778,75.52885,69017,74977
37901,Las Vegas,1568418.0,NV,2005,81.53895,74.10425,70535,75976
37901,Las Vegas,1568418.0,NV,2006,80.55146,74.24928,72039,78236
37901,Las Vegas,1568418.0,NV,2007,81.98734,75.98389,74026,80762
37901,Las Vegas,1568418.0,NV,2008,81.43813,76.4858,75435,83063
37901,Las Vegas,1568418.0,NV,2009,80.93801,74.6978,76018,83950
37901,Las Vegas,1568418.0,NV,2010,82.61825,76.73871,76979,84334
37901,Las Vegas,1568418.0,NV,2011,79.86878,74.56214,78603,85401
37901,Las Vegas,1568418.0,NV,2012,82.18202,75.12143,80182,89411
37901,Las Vegas,1568418.0,NV,2013,80.73779,75.23822,81422,90861
37901,Las Vegas,1568418.0,NV,2014,83.19634,74.98069,76707,87254
38000,San Diego,2813833.0,CA,2001,82.23001,77.3306,93563,100924
38000,San Diego,2813833.0,CA,2002,85.31861,77.8438,95204,102570
38000,San Diego,2813833.0,CA,2003,81.71819,80.28657,97321,104092
38000,San Diego,2813833.0,CA,2004,84.25722,79.23832,97082,104560
38000,San Diego,2813833.0,CA,2005,84.7011,78.66893,97029,103868
38000,San Diego,2813833.0,CA,2006,82.7753,80.94354,96856,103907
38000,San Diego,2813833.0,CA,2007,86.17056,79.43462,96477,103386
38000,San Diego,2813833.0,CA,2008,84.57863,78.13389,97237,104462
38000,San Diego,2813833.0,CA,2009,83.95242,77.96516,99814,106581
38000,San Diego,2813833.0,CA,2010,85.85429,77.79976,100979,106862
38000,San Diego,2813833.0,CA,2011,83.85768,79.54502,101449,106763
38000,San Diego,2813833.0,CA,2012,84.2076,78.10989,101806,107457
38000,San Diego,2813833.0,CA,2013,85.10382,79.53199,102145,108718
38000,San Diego,2813833.0,CA,2014,85.60151,80.01003,99214,104980
38200,Santa Barbara,646028.0,CA,2001,82.36888,80.93557,20630,21464
38200,Santa Barbara,646028.0,CA,2002,84.99076,77.27239,20985,21906
38200,Santa Barbara,646028.0,CA,2003,84.07645,78.98788,21414,21943
38200,Santa Barbara,646028.0,CA,2004,88.00413,80.56439,21152,21627
38200,Santa Barbara,646028.0,CA,2005,83.55756,78.55936,20911,21466
38200,Santa Barbara,646028.0,CA,2006,82.0006,79.56895,20641,21351
38200,Santa Barbara,646028.0,CA,2007,83.53352,81.00491,20273,21307
38200,Santa Barbara,646028.0,CA,2008,85.2616,80.58894,20300,21255
38200,Santa Barbara,646028.0,CA,2009,86.01612,77.74481,20410,21304
38200,Santa Barbara,646028.0,CA,2010,84.35372,76.69729,20549,21311
38200,Santa Barbara,646028.0,CA,2011,83.28193,79.95423,20284,20923
38200,Santa Barbara,646028.0,CA,2012,86.22114,74.60867,20256,20678
38200,Santa Barbara,646028.0,CA,2013,85.13538,82.36337,19775,20255
38200,Santa Barbara,646028.0,CA,2014,82.83466,77.4341,19374,19469
38300,Los Angeles,16400000.0,CA,2001,82.86549,78.72584,590496,613786
38300,Los Angeles,16400000.0,CA,2002,82.6913,79.15477,613990,634030
38300,Los Angeles,16400000.0,CA,2003,83.41814,78.37222,637295,649463
38300,Los Angeles,16400000.0,CA,2004,84.00443,79.59811,649633,656128
38300,Los Angeles,16400000.0,CA,2005,84.06746,78.91048,651288,655184
38300,Los Angeles,16400000.0,CA,2006,83.27988,78.64148,658254,659169
38300,Los Angeles,16400000.0,CA,2007,84.2648,79.62614,658654,659355
38300,Los Angeles,16400000.0,CA,2008,84.16032,78.71633,662148,662174
38300,Los Angeles,16400000.0,CA,2009,83.91567,79.17973,674788,671060
38300,Los Angeles,16400000.0,CA,2010,84.28481,79.9249,682887,675792
38300,Los Angeles,16400000.0,CA,2011,84.29657,79.0281,692582,679295
38300,Los Angeles,16400000.0,CA,2012,84.59978,78.83989,695292,683200
38300,Los Angeles,16400000.0,CA,2013,84.21271,79.59093,694336,681921
38300,Los Angeles,16400000.0,CA,2014,85.00591,79.85833,661741,648845
38601,Spokane,608317.0,WA,2001,78.56149,77.11884,22891,21851
38601,Spokane,608317.0,WA,2002,79.99459,77.41338,24272,22891
38601,Spokane,608317.0,WA,2003,83.05349,77.86718,24842,23319
38601,Spokane,608317.0,WA,2004,85.31414,75.22167,25215,23699
38601,Spokane,608317.0,WA,2005,85.34454,79.80104,25495,23814
38601,Spokane,608317.0,WA,2006,85.51048,80.46625,25860,24108
38601,Spokane,608317.0,WA,2007,80.20921,76.57194,25899,24155
38601,Spokane,608317.0,WA,2008,79.97814,78.88075,25838,24288
38601,Spokane,608317.0,WA,2009,80.79282,75.91518,26391,24933
38601,Spokane,608317.0,WA,2010,81.76286,78.53683,25936,24737
38601,Spokane,608317.0,WA,2011,83.94262,75.47063,25428,24455
38601,Spokane,608317.0,WA,2012,84.52396,79.87755,25024,24071
38601,Spokane,608317.0,WA,2013,81.91701,77.05251,25270,25010
38601,Spokane,608317.0,WA,2014,83.81622,78.11006,24177,24337
38801,Portland,1842889.0,OR,2001,82.50777,76.40705,51901,52828
38801,Portland,1842889.0,OR,2002,81.38657,76.19658,54521,55159
38801,Portland,1842889.0,OR,2003,83.71841,75.93652,56560,57223
38801,Portland,1842889.0,OR,2004,83.1488,77.94503,58458,59047
38801,Portland,1842889.0,OR,2005,84.14476,76.28226,60031,60154
38801,Portland,1842889.0,OR,2006,81.00988,78.75161,61377,61819
38801,Portland,1842889.0,OR,2007,82.30928,78.85523,61157,61295
38801,Portland,1842889.0,OR,2008,82.89968,75.64823,61774,61790
38801,Portland,1842889.0,OR,2009,81.8465,76.91195,62753,62883
38801,Portland,1842889.0,OR,2010,81.77504,78.5011,63576,64332
38801,Portland,1842889.0,OR,2011,84.94453,78.09502,64045,65096
38801,Portland,1842889.0,OR,2012,84.07693,78.94279,63707,65747
38801,Portland,1842889.0,OR,2013,83.40972,78.1961,64201,67463
38801,Portland,1842889.0,OR,2014,84.57737,78.28652,62694,64941
38901,Eugene,936387.0,OR,2001,80.61934,76.57866,31588,30677
38901,Eugene,936387.0,OR,2002,82.16172,77.82701,33141,32303
38901,Eugene,936387.0,OR,2003,84.10524,77.31467,34152,33087
38901,Eugene,936387.0,OR,2004,83.28808,79.35778,34602,33275
38901,Eugene,936387.0,OR,2005,84.29568,77.51455,34680,33159
38901,Eugene,936387.0,OR,2006,83.36295,77.04499,35581,33751
38901,Eugene,936387.0,OR,2007,84.74255,78.54324,35389,33873
38901,Eugene,936387.0,OR,2008,83.25029,78.47717,35862,34217
38901,Eugene,936387.0,OR,2009,80.96635,77.41112,36373,34943
38901,Eugene,936387.0,OR,2010,83.97534,79.45385,36025,34502
38901,Eugene,936387.0,OR,2011,81.74641,77.92101,35861,35111
38901,Eugene,936387.0,OR,2012,83.71827,76.04712,35154,34991
38901,Eugene,936387.0,OR,2013,82.47064,76.82485,34901,35495
38901,Eugene,936387.0,OR,2014,84.82317,78.10978,33761,34314
39400,Seattle,3775744.0,WA,2001,81.62416,76.51655,97658,95629
39400,Seattle,3775744.0,WA,2002,81.09734,76.01358,101560,99382
39400,Seattle,3775744.0,WA,2003,82.71222,75.752,104488,102604
39400,Seattle,3775744.0,WA,2004,80.68874,76.77328,106708,104703
39400,Seattle,3775744.0,WA,2005,81.54659,77.70122,108031,106343
39400,Seattle,3775744.0,WA,2006,82.19727,76.58636,111043,110765
39400,Seattle,3775744.0,WA,2007,81.62881,78.79429,110508,108456
39400,Seattle,3775744.0,WA,2008,80.41356,76.91595,110246,107443
39400,Seattle,3775744.0,WA,2009,82.03579,77.24688,109961,108414
39400,Seattle,3775744.0,WA,2010,84.93913,76.53193,110673,109433
39400,Seattle,3775744.0,WA,2011,83.7358,77.3223,109195,108197
39400,Seattle,3775744.0,WA,2012,82.48429,77.56393,108493,107553
39400,Seattle,3775744.0,WA,2013,83.83494,78.15919,110570,112737
39400,Seattle,3775744.0,WA,2014,84.26048,78.14006,109658,110780
